guionistas,titulo,pais,votos,votacion,nota
Otto Englander,Blancanieves y los siete enanitos ,Estados Unidos,83590.0,6.8,7
Earl Hurd,Blancanieves y los siete enanitos ,Estados Unidos,83590.0,6.8,7
Dorothy Ann Blank,Blancanieves y los siete enanitos ,Estados Unidos,83590.0,6.8,7
Richard Creedon,Blancanieves y los siete enanitos ,Estados Unidos,83590.0,6.8,7
Dick Richard,Blancanieves y los siete enanitos ,Estados Unidos,83590.0,6.8,7
Webb Smith,Blancanieves y los siete enanitos ,Estados Unidos,83590.0,6.8,7
Ted Sears,Blancanieves y los siete enanitos ,Estados Unidos,83590.0,6.8,7
None,Blancanieves y los siete enanitos ,Estados Unidos,83590.0,6.8,7
Garrett Fort,Drácula ,Estados Unidos,7701.0,7.1,7
Dudley Murphy,Drácula ,Estados Unidos,7701.0,7.1,7
Bram Stoker,Drácula ,Estados Unidos,7701.0,7.1,7
Hamilton Deane,Drácula ,Estados Unidos,7701.0,7.1,7
John L. Balderston,Drácula ,Estados Unidos,7701.0,7.1,7
Thea von Harbou,"M, el vampiro de Düsseldorf ",Alemania,20757.0,8.3,7
Fritz Lang,"M, el vampiro de Düsseldorf ",Alemania,20757.0,8.3,7
Walt Disney,Mickey Mouse: El botero Willie (C),Estados Unidos,4584.0,6.9,7
Ub Iwerks,Mickey Mouse: El botero Willie (C),Estados Unidos,4584.0,6.9,7
Carl Theodor Dreyer,La pasión de Juana de Arco ,Francia,10134.0,8.3,7
Joseph Delteil,La pasión de Juana de Arco ,Francia,10134.0,8.3,7
M. Night Shyamalan,Llaman a la puerta ,Estados Unidos,6549.0,5.8,6
Steve Desmond,Llaman a la puerta ,Estados Unidos,6549.0,5.8,6
Michael Sherman,Llaman a la puerta ,Estados Unidos,6549.0,5.8,6
Paul Tremblay,Llaman a la puerta ,Estados Unidos,6549.0,5.8,6
Charlie Mole,Harry Potter: Regreso a Hogwarts (TV),Reino Unido,4063.0,6.8,6
Jordan Peele,Nop ,Estados Unidos,13397.0,6.0,6
D.B. Weiss,Metal Lords ,Estados Unidos,3061.0,5.8,6
Parker Finn,Smile ,Estados Unidos,11009.0,6.0,6
David Cronenberg,Crímenes del futuro ,Canadá,4287.0,5.7,6
Jon Opstad,Fiasco total: Woodstock 99 (Miniserie de TV),Estados Unidos,2528.0,6.7,6
Vincenzo Natali,El gabinete de curiosidades: Ratas de cementerio (TV),Estados Unidos,3365.0,5.9,6
Henry Kuttner,El gabinete de curiosidades: Ratas de cementerio (TV),Estados Unidos,3365.0,5.9,6
Seth Reiss,El menú ,Estados Unidos,16893.0,6.2,6
Will Tracy,El menú ,Estados Unidos,16893.0,6.2,6
Ti West,X ,Estados Unidos,8516.0,6.2,6
James Cameron,Avatar: El sentido del agua ,Estados Unidos,18984.0,6.7,6
Rick Jaffa,Avatar: El sentido del agua ,Estados Unidos,18984.0,6.7,6
Amanda Silver,Avatar: El sentido del agua ,Estados Unidos,18984.0,6.7,6
James Cameron,Avatar: El sentido del agua ,Estados Unidos,18984.0,6.7,6
Rick Jaffa,Avatar: El sentido del agua ,Estados Unidos,18984.0,6.7,6
Amanda Silver,Avatar: El sentido del agua ,Estados Unidos,18984.0,6.7,6
Josh Friedman,Avatar: El sentido del agua ,Estados Unidos,18984.0,6.7,6
Shane Salerno,Avatar: El sentido del agua ,Estados Unidos,18984.0,6.7,6
Haley Z. Boston,El gabinete de curiosidades: La apariencia (TV),Estados Unidos,2730.0,5.5,6
Emily Carroll,El gabinete de curiosidades: La apariencia (TV),Estados Unidos,2730.0,5.5,6
Scott Cooper,Los crímenes de la academia ,Estados Unidos,7054.0,5.8,6
Louis Bayard,Los crímenes de la academia ,Estados Unidos,7054.0,5.8,6
Jorge Guerricaechevarría,El cuarto pasajero ,España,4311.0,5.9,6
Álex de la Iglesia,El cuarto pasajero ,España,4311.0,5.9,6
Phil Graziadei,La calle del terror. Parte 3: 1666 ,Estados Unidos,4918.0,5.8,6
Leigh Janiak,La calle del terror. Parte 3: 1666 ,Estados Unidos,4918.0,5.8,6
Kate Trefry,La calle del terror. Parte 3: 1666 ,Estados Unidos,4918.0,5.8,6
R.L. Stine,La calle del terror. Parte 3: 1666 ,Estados Unidos,4918.0,5.8,6
Pedro Almodóvar,Madres paralelas ,España,16102.0,5.8,6
Ed Sinclair,Cómo meterse en un jardín (Miniserie de TV),Reino Unido,1956.0,6.3,6
Will Sharpe,Cómo meterse en un jardín (Miniserie de TV),Reino Unido,1956.0,6.3,6
David Crane,Friends: The Reunion (TV),Estados Unidos,5995.0,6.7,6
Marta Kauffman,Friends: The Reunion (TV),Estados Unidos,5995.0,6.7,6
,Britney vs. Spears ,Estados Unidos,1106.0,5.6,6
C. Robert Cargill,Black Phone ,Estados Unidos,10962.0,6.3,6
Scott Derrickson,Black Phone ,Estados Unidos,10962.0,6.3,6
Joe Hill,Black Phone ,Estados Unidos,10962.0,6.3,6
David Gordon Green,Halloween Kills ,Estados Unidos,4880.0,5.0,6
Danny McBride,Halloween Kills ,Estados Unidos,4880.0,5.0,6
Scott Teems,Halloween Kills ,Estados Unidos,4880.0,5.0,6
John Carpenter,Halloween Kills ,Estados Unidos,4880.0,5.0,6
Debra Hill,Halloween Kills ,Estados Unidos,4880.0,5.0,6
Adam McKay,No mires arriba ,Estados Unidos,41645.0,6.6,6
Adam McKay,No mires arriba ,Estados Unidos,41645.0,6.6,6
David Sirota,No mires arriba ,Estados Unidos,41645.0,6.6,6
Tracy Letts,La mujer en la ventana ,Reino Unido,6671.0,4.8,6
A.J. Finn,La mujer en la ventana ,Reino Unido,6671.0,4.8,6
Javier Ambrossi,Veneno (Miniserie de TV),España,8232.0,7.6,6
Javier Calvo,Veneno (Miniserie de TV),España,8232.0,7.6,6
Claudia Costafreda,Veneno (Miniserie de TV),España,8232.0,7.6,6
Elena Martin,Veneno (Miniserie de TV),España,8232.0,7.6,6
Javier Pascual,Veneno (Miniserie de TV),España,8232.0,7.6,6
Ian de la Rosa,Veneno (Miniserie de TV),España,8232.0,7.6,6
Félix Sabroso,Veneno (Miniserie de TV),España,8232.0,7.6,6
Diego Pinillos,Veneno (Miniserie de TV),España,8232.0,7.6,6
Javier Galán,Veneno (Miniserie de TV),España,8232.0,7.6,6
Valeria Vegas,Veneno (Miniserie de TV),España,8232.0,7.6,6
Davis Coombe,El dilema de las redes sociales ,Estados Unidos,8527.0,6.8,6
Vickie Curtis,El dilema de las redes sociales ,Estados Unidos,8527.0,6.8,6
Jeff Orlowski,El dilema de las redes sociales ,Estados Unidos,8527.0,6.8,6
Pippa Ehrlich,Lo que el pulpo me enseñó ,Sudáfrica,9658.0,7.3,6
James Reed,Lo que el pulpo me enseñó ,Sudáfrica,9658.0,7.3,6
Carolina Iglesias,Válidas (Serie de TV),España,482.0,6.5,6
Victoria Martín,Válidas (Serie de TV),España,482.0,6.5,6
Lucy Kirkwood,Adult Material (Miniserie de TV),Reino Unido,1392.0,6.5,6
Derek Simonds,The Sinner 3 (Miniserie de TV),Estados Unidos,4409.0,5.6,6
Samir Mehta,The Sinner 3 (Miniserie de TV),Estados Unidos,4409.0,5.6,6
Nina Braddock,The Sinner 3 (Miniserie de TV),Estados Unidos,4409.0,5.6,6
Petra Hammesfahr,The Sinner 3 (Miniserie de TV),Estados Unidos,4409.0,5.6,6
Remi Weekes,Casa ajena ,Reino Unido,5440.0,5.5,6
John Krasinski,Un lugar tranquilo 2 ,Estados Unidos,17443.0,6.4,6
Scott Beck,Un lugar tranquilo 2 ,Estados Unidos,17443.0,6.4,6
Bryan Woods,Un lugar tranquilo 2 ,Estados Unidos,17443.0,6.4,6
Andrew Stanton,Toy Story 4 ,Estados Unidos,27242.0,7.0,6
Stephany Folsom,Toy Story 4 ,Estados Unidos,27242.0,7.0,6
John Lasseter,Toy Story 4 ,Estados Unidos,27242.0,7.0,6
Andrew Stanton,Toy Story 4 ,Estados Unidos,27242.0,7.0,6
Josh Cooley,Toy Story 4 ,Estados Unidos,27242.0,7.0,6
Valerie LaPointe,Toy Story 4 ,Estados Unidos,27242.0,7.0,6
Rashida Jones,Toy Story 4 ,Estados Unidos,27242.0,7.0,6
Will McCormack,Toy Story 4 ,Estados Unidos,27242.0,7.0,6
Martin Hynes,Toy Story 4 ,Estados Unidos,27242.0,7.0,6
Stephany Folsom,Toy Story 4 ,Estados Unidos,27242.0,7.0,6
Steven Zaillian,El irlandés ,Estados Unidos,36722.0,7.2,6
Charles Brandt,El irlandés ,Estados Unidos,36722.0,7.2,6
Brett Pierce,Madre oscura ,Estados Unidos,2507.0,5.0,6
Drew T. Pierce,Madre oscura ,Estados Unidos,2507.0,5.0,6
José Antonio Vitoria,"Elcano y Magallanes, la primera vuelta al mundo ",España,501.0,5.2,6
Garbiñe Losada,"Elcano y Magallanes, la primera vuelta al mundo ",España,501.0,5.2,6
The Duffer Brothers,Stranger Things 3 (Serie de TV),Estados Unidos,17984.0,7.1,6
Dan Hageman,Historias de miedo para contar en la oscuridad ,Estados Unidos,8276.0,5.3,6
Kevin Hageman,Historias de miedo para contar en la oscuridad ,Estados Unidos,8276.0,5.3,6
Guillermo del Toro,Historias de miedo para contar en la oscuridad ,Estados Unidos,8276.0,5.3,6
John August,Historias de miedo para contar en la oscuridad ,Estados Unidos,8276.0,5.3,6
Marcus Dunstan,Historias de miedo para contar en la oscuridad ,Estados Unidos,8276.0,5.3,6
Patrick Melton,Historias de miedo para contar en la oscuridad ,Estados Unidos,8276.0,5.3,6
Alvin Schwartz,Historias de miedo para contar en la oscuridad ,Estados Unidos,8276.0,5.3,6
Dave Callaham,Zombieland: Mata y remata ,Estados Unidos,13432.0,5.6,6
Rhett Reese,Zombieland: Mata y remata ,Estados Unidos,13432.0,5.6,6
Paul Wernick,Zombieland: Mata y remata ,Estados Unidos,13432.0,5.6,6
Jordan Peele,Nosotros ,Estados Unidos,21092.0,5.6,6
Garret Shanley,Vivarium ,Irlanda,10688.0,5.7,6
Lorcan Finnegan,Vivarium ,Irlanda,10688.0,5.7,6
Garret Shanley,Vivarium ,Irlanda,10688.0,5.7,6
Mark Lewis,"A los gatos, ni tocarlos: Un asesino en internet (Miniserie de TV)",Reino Unido,7102.0,7.2,6
Karim Amer,El gran hackeo ,Estados Unidos,1765.0,6.2,6
Tony Basgallop,Servant (Serie de TV),Estados Unidos,3468.0,6.8,6
Nina Braddock,Servant (Serie de TV),Estados Unidos,3468.0,6.8,6
Ishana Shyamalan,Servant (Serie de TV),Estados Unidos,3468.0,6.8,6
Henry Chaisson,Servant (Serie de TV),Estados Unidos,3468.0,6.8,6
Laura Marks,Servant (Serie de TV),Estados Unidos,3468.0,6.8,6
Alyssa Clark,Servant (Serie de TV),Estados Unidos,3468.0,6.8,6
Kara Corthron,Servant (Serie de TV),Estados Unidos,3468.0,6.8,6
Amy Louise Johnson,Servant (Serie de TV),Estados Unidos,3468.0,6.8,6
Ryan Scott,Servant (Serie de TV),Estados Unidos,3468.0,6.8,6
Devin Conroy,Servant (Serie de TV),Estados Unidos,3468.0,6.8,6
Nina Braddock,Servant (Serie de TV),Estados Unidos,3468.0,6.8,6
Robert Eggers,El faro ,Estados Unidos,21737.0,6.6,6
Max Eggers,El faro ,Estados Unidos,21737.0,6.6,6
Andrew Patterson,The Vast of Night ,Estados Unidos,5628.0,5.8,6
Craig W. Sanger,The Vast of Night ,Estados Unidos,5628.0,5.8,6
Géraldine Bajard,Little Joe ,Austria,2428.0,6.1,6
Jessica Hausner,Little Joe ,Austria,2428.0,6.1,6
Olivia Milch,Ocean's 8 ,Estados Unidos,13652.0,5.2,6
Gary Ross,Ocean's 8 ,Estados Unidos,13652.0,5.2,6
Celia Rico,Viaje al cuarto de una madre ,España,4216.0,6.4,6
Alex Garland,Aniquilación ,Reino Unido,28153.0,6.0,6
Jeff VanderMeer,Aniquilación ,Reino Unido,28153.0,6.0,6
Colin Trevorrow,Jurassic World: El reino caído ,Estados Unidos,29398.0,5.6,6
Derek Connolly,Jurassic World: El reino caído ,Estados Unidos,29398.0,5.6,6
Michael Crichton,Jurassic World: El reino caído ,Estados Unidos,29398.0,5.6,6
Charlie Brooker,Black Mirror: Bandersnatch ,Reino Unido,20259.0,6.3,6
Anthony McCarten,Bohemian Rhapsody ,Reino Unido,49938.0,7.2,6
Anthony McCarten,Bohemian Rhapsody ,Reino Unido,49938.0,7.2,6
Peter Morgan,Bohemian Rhapsody ,Reino Unido,49938.0,7.2,6
Freddie Mercury,Bohemian Rhapsody ,Reino Unido,49938.0,7.2,6
Queen,Bohemian Rhapsody ,Reino Unido,49938.0,7.2,6
Dennis Magnusson,Señores del caos ,Reino Unido,2054.0,6.2,6
Jonas Åkerlund,Señores del caos ,Reino Unido,2054.0,6.2,6
Michael Moynihan,Señores del caos ,Reino Unido,2054.0,6.2,6
Didrik Søderlind,Señores del caos ,Reino Unido,2054.0,6.2,6
Roberto Aguirre-Sacasa,Las escalofriantes aventuras de Sabrina (Serie de TV),Estados Unidos,4062.0,6.3,6
Matthew Barry,Las escalofriantes aventuras de Sabrina (Serie de TV),Estados Unidos,4062.0,6.3,6
Donna Thorland,Las escalofriantes aventuras de Sabrina (Serie de TV),Estados Unidos,4062.0,6.3,6
Roberto Aguirre-Sacasa,Las escalofriantes aventuras de Sabrina (Serie de TV),Estados Unidos,4062.0,6.3,6
Oren Uziel,The Cloverfield Paradox ,Estados Unidos,10166.0,4.8,6
Nick Schenk,Mula ,Estados Unidos,26833.0,6.7,6
Sam Dolnick,Mula ,Estados Unidos,26833.0,6.7,6
Derek Simonds,The Sinner 2 (Miniserie de TV),Estados Unidos,6992.0,6.4,6
Nicole Perlman,First Man (El primer hombre) ,Estados Unidos,17379.0,6.4,6
Josh Singer,First Man (El primer hombre) ,Estados Unidos,17379.0,6.4,6
James R. Hansen,First Man (El primer hombre) ,Estados Unidos,17379.0,6.4,6
David Farr,Philip K. Dick's Electric Dreams: Impossible Planet (TV),Reino Unido,1076.0,5.7,6
Philip K. Dick,Philip K. Dick's Electric Dreams: Impossible Planet (TV),Reino Unido,1076.0,5.7,6
Scott Frank,Logan ,Estados Unidos,35918.0,6.9,6
James Mangold,Logan ,Estados Unidos,35918.0,6.9,6
Michael Green,Logan ,Estados Unidos,35918.0,6.9,6
James Mangold,Logan ,Estados Unidos,35918.0,6.9,6
Daniel Hart,Heroin(e) ,Estados Unidos,462.0,5.9,6
Tony Grisoni,Philip K. Dick's Electric Dreams: Crazy Diamond (TV),Reino Unido,1149.0,4.8,6
Philip K. Dick,Philip K. Dick's Electric Dreams: Crazy Diamond (TV),Reino Unido,1149.0,4.8,6
Hampton Fancher,Blade Runner 2049 ,Estados Unidos,45287.0,7.0,6
Michael Green,Blade Runner 2049 ,Estados Unidos,45287.0,7.0,6
Hampton Fancher,Blade Runner 2049 ,Estados Unidos,45287.0,7.0,6
Philip K. Dick,Blade Runner 2049 ,Estados Unidos,45287.0,7.0,6
Rainer Sarnet,November ,Estonia,581.0,6.6,6
Andrus Kivirähk,November ,Estonia,581.0,6.6,6
Jack Thorne,Philip K. Dick's Electric Dreams (Serie de TV),Reino Unido,1775.0,6.3,6
Michael Dinner,Philip K. Dick's Electric Dreams (Serie de TV),Reino Unido,1775.0,6.3,6
David Farr,Philip K. Dick's Electric Dreams (Serie de TV),Reino Unido,1775.0,6.3,6
Ronald D. Moore,Philip K. Dick's Electric Dreams (Serie de TV),Reino Unido,1775.0,6.3,6
Matthew Graham,Philip K. Dick's Electric Dreams (Serie de TV),Reino Unido,1775.0,6.3,6
Tony Grisoni,Philip K. Dick's Electric Dreams (Serie de TV),Reino Unido,1775.0,6.3,6
Jessica Mecklenburg,Philip K. Dick's Electric Dreams (Serie de TV),Reino Unido,1775.0,6.3,6
Dee Rees,Philip K. Dick's Electric Dreams (Serie de TV),Reino Unido,1775.0,6.3,6
Travis Beacham,Philip K. Dick's Electric Dreams (Serie de TV),Reino Unido,1775.0,6.3,6
Kalen Egan,Philip K. Dick's Electric Dreams (Serie de TV),Reino Unido,1775.0,6.3,6
Travis Sentell,Philip K. Dick's Electric Dreams (Serie de TV),Reino Unido,1775.0,6.3,6
Philip K. Dick,Philip K. Dick's Electric Dreams (Serie de TV),Reino Unido,1775.0,6.3,6
Diego San José,Fe de etarras ,España,15796.0,5.2,6
Borja Cobeaga,Fe de etarras ,España,15796.0,5.2,6
Derek Simonds,The Sinner (Miniserie de TV),Estados Unidos,15224.0,7.0,6
Jesse McKeown,The Sinner (Miniserie de TV),Estados Unidos,15224.0,7.0,6
Liz W. Garcia,The Sinner (Miniserie de TV),Estados Unidos,15224.0,7.0,6
Tom Pabst,The Sinner (Miniserie de TV),Estados Unidos,15224.0,7.0,6
Petra Hammesfahr,The Sinner (Miniserie de TV),Estados Unidos,15224.0,7.0,6
Petra Hammesfahr,The Sinner (Miniserie de TV),Estados Unidos,15224.0,7.0,6
Eduardo Casanova,Pieles ,España,7547.0,4.9,6
Sergio G. Sánchez,El secreto de Marrowbone ,España,16437.0,6.2,6
Greta Gerwig,Lady Bird ,Estados Unidos,26171.0,6.6,6
Jon Garaño,Handia ,España,11649.0,6.5,6
Aitor Arregi,Handia ,España,11649.0,6.5,6
José Mari Goenaga,Handia ,España,11649.0,6.5,6
Andoni de Carlos,Handia ,España,11649.0,6.5,6
Gustavo Salmerón,"Muchos hijos, un mono y un castillo ",España,10139.0,7.2,6
Raúl de Torres,"Muchos hijos, un mono y un castillo ",España,10139.0,7.2,6
Beatriz Montáñez,"Muchos hijos, un mono y un castillo ",España,10139.0,7.2,6
Álex de la Iglesia,El bar ,España,32225.0,5.7,6
Jorge Guerricaechevarría,El bar ,España,32225.0,5.7,6
Scott Neustadter,The Disaster Artist ,Estados Unidos,21038.0,6.8,6
Michael H. Weber,The Disaster Artist ,Estados Unidos,21038.0,6.8,6
Greg Sestero,The Disaster Artist ,Estados Unidos,21038.0,6.8,6
Tom Bissell,The Disaster Artist ,Estados Unidos,21038.0,6.8,6
Charlie Brooker,Black Mirror: Cocodrilo (TV),Reino Unido,14782.0,6.1,6
Luiso Berdejo,El guardián invisible ,España,17075.0,5.7,6
Dolores Redondo,El guardián invisible ,España,17075.0,5.7,6
Charlie Brooker,Black Mirror: Arkangel (TV),Reino Unido,16140.0,6.5,6
Joe Barton,El ritual ,Reino Unido,10372.0,5.4,6
Adam Nevill,El ritual ,Reino Unido,10372.0,5.4,6
Taylor Sheridan,Wind River ,Estados Unidos,21218.0,7.0,6
Éva Boros,Salvar a Banksy ,Estados Unidos,245.0,6.5,6
Paul Polycarpou,Salvar a Banksy ,Estados Unidos,245.0,6.5,6
Christopher Nolan,Dunkerque ,Reino Unido,54277.0,7.0,6
Javier Ambrossi,Paquita Salas (Serie de TV),España,13955.0,7.2,6
Javier Calvo,Paquita Salas (Serie de TV),España,13955.0,7.2,6
Los Javis,Paquita Salas (Serie de TV),España,13955.0,7.2,6
Brays Efe,Paquita Salas (Serie de TV),España,13955.0,7.2,6
J.K. Rowling,Animales fantásticos y dónde encontrarlos ,Reino Unido,35636.0,6.2,6
J.K. Rowling,Animales fantásticos y dónde encontrarlos ,Reino Unido,35636.0,6.2,6
Julia Ducournau,Crudo ,Francia,14111.0,6.3,6
Jorge Guerricaechevarría,Cien años de perdón ,España,20694.0,6.1,6
Patrick Ness,Un monstruo viene a verme ,España,37649.0,6.6,6
Patrick Ness,Un monstruo viene a verme ,España,37649.0,6.6,6
Yeon Sang-ho,Tren a Busan ,Corea del Sur,27588.0,6.8,6
Park Joo-suk,Tren a Busan ,Corea del Sur,27588.0,6.8,6
Barry Jenkins,Moonlight ,Estados Unidos,30871.0,6.8,6
Tarell Alvin McCraney,Moonlight ,Estados Unidos,30871.0,6.8,6
Charlie Brooker,Black Mirror: La ciencia de matar (TV),Reino Unido,16862.0,6.7,6
Raúl Arévalo,Tarde para la ira ,España,35907.0,6.9,6
David Pulido,Tarde para la ira ,España,35907.0,6.9,6
Nicolas Winding Refn,The Neon Demon ,Dinamarca,10215.0,5.6,6
Mary Laws,The Neon Demon ,Dinamarca,10215.0,5.6,6
Polly Stenham,The Neon Demon ,Dinamarca,10215.0,5.6,6
Kenneth Lonergan,Manchester frente al mar ,Estados Unidos,30089.0,7.1,6
Andrew Stanton,Buscando a Dory ,Estados Unidos,29149.0,6.6,6
Victoria Strouse,Buscando a Dory ,Estados Unidos,29149.0,6.6,6
Andrew Stanton,Buscando a Dory ,Estados Unidos,29149.0,6.6,6
Simon Kinberg,X-Men: Apocalipsis ,Estados Unidos,27912.0,5.9,6
Michael Dougherty,X-Men: Apocalipsis ,Estados Unidos,27912.0,5.9,6
Dan Harris,X-Men: Apocalipsis ,Estados Unidos,27912.0,5.9,6
Bryan Singer,X-Men: Apocalipsis ,Estados Unidos,27912.0,5.9,6
Simon Kinberg,X-Men: Apocalipsis ,Estados Unidos,27912.0,5.9,6
Jack Kirby,X-Men: Apocalipsis ,Estados Unidos,27912.0,5.9,6
Fede Álvarez,No respires ,Estados Unidos,26802.0,6.4,6
Rodo Sayagues,No respires ,Estados Unidos,26802.0,6.4,6
Charlie Brooker,Black Mirror: Playtesting (TV),Reino Unido,20051.0,6.7,6
,Hi Stranger (C),Reino Unido,284.0,4.8,6
David Birke,Elle ,Francia,18555.0,6.4,6
Philippe Djian,Elle ,Francia,18555.0,6.4,6
Chris Weitz,Rogue One: Una historia de Star Wars ,Estados Unidos,46509.0,6.9,6
Tony Gilroy,Rogue One: Una historia de Star Wars ,Estados Unidos,46509.0,6.9,6
John Knoll,Rogue One: Una historia de Star Wars ,Estados Unidos,46509.0,6.9,6
Gary Whitta,Rogue One: Una historia de Star Wars ,Estados Unidos,46509.0,6.9,6
George Lucas,Rogue One: Una historia de Star Wars ,Estados Unidos,46509.0,6.9,6
Christopher Cannucciari,Banking on Bitcoin ,Estados Unidos,328.0,6.1,6
Prichard Smith,Banking on Bitcoin ,Estados Unidos,328.0,6.1,6
John Hamburg,¿Tenía que ser él? ,Estados Unidos,5724.0,5.0,6
Ian Helfer,¿Tenía que ser él? ,Estados Unidos,5724.0,5.0,6
Jonah Hill,¿Tenía que ser él? ,Estados Unidos,5724.0,5.0,6
John Hamburg,¿Tenía que ser él? ,Estados Unidos,5724.0,5.0,6
Ian Helfer,¿Tenía que ser él? ,Estados Unidos,5724.0,5.0,6
Alan Barillaro,Piper (C),Estados Unidos,10428.0,7.5,6
Charlie Brooker,Black Mirror: Cállate y baila (TV),Reino Unido,20585.0,7.2,6
William Bridges,Black Mirror: Cállate y baila (TV),Reino Unido,20585.0,7.2,6
Pete Docter,Del revés (Inside Out) ,Estados Unidos,80888.0,7.8,6
Meg LeFauve,Del revés (Inside Out) ,Estados Unidos,80888.0,7.8,6
Josh Cooley,Del revés (Inside Out) ,Estados Unidos,80888.0,7.8,6
Pete Docter,Del revés (Inside Out) ,Estados Unidos,80888.0,7.8,6
Ronaldo Del Carmen,Del revés (Inside Out) ,Estados Unidos,80888.0,7.8,6
Álex de la Iglesia,Mi gran noche ,España,16975.0,5.0,6
Jorge Guerricaechevarría,Mi gran noche ,España,16975.0,5.0,6
Marielle Heller,The Diary of a Teenage Girl ,Estados Unidos,4610.0,6.3,6
Phoebe Gloeckner,The Diary of a Teenage Girl ,Estados Unidos,4610.0,6.3,6
Peter Craig,Los juegos del hambre: Sinsajo. Parte 2 ,Estados Unidos,29010.0,5.6,6
Danny Strong,Los juegos del hambre: Sinsajo. Parte 2 ,Estados Unidos,29010.0,5.6,6
Suzanne Collins,Los juegos del hambre: Sinsajo. Parte 2 ,Estados Unidos,29010.0,5.6,6
David Dutton,8 Bit Cinema: Titanic (C),Estados Unidos,300.0,4.9,6
Taylor Sheridan,Sicario ,Estados Unidos,34460.0,6.9,6
Guy Ritchie,Operación U.N.C.L.E. ,Estados Unidos,26771.0,6.4,6
Lionel Wigram,Operación U.N.C.L.E. ,Estados Unidos,26771.0,6.4,6
Sam Rolfe,Operación U.N.C.L.E. ,Estados Unidos,26771.0,6.4,6
David O. Russell,Joy ,Estados Unidos,15611.0,5.8,6
Annie Mumolo,Joy ,Estados Unidos,15611.0,5.8,6
J.J. Abrams,Star Wars: El despertar de la Fuerza ,Estados Unidos,64224.0,6.7,6
Lawrence Kasdan,Star Wars: El despertar de la Fuerza ,Estados Unidos,64224.0,6.7,6
Michael Arndt,Star Wars: El despertar de la Fuerza ,Estados Unidos,64224.0,6.7,6
George Lucas,Star Wars: El despertar de la Fuerza ,Estados Unidos,64224.0,6.7,6
Nick Lathouris,Mad Max: Furia en la carretera ,Australia,67826.0,7.1,6
Brendan McCarthy,Mad Max: Furia en la carretera ,Australia,67826.0,7.1,6
George Miller,Mad Max: Furia en la carretera ,Australia,67826.0,7.1,6
Dave Kajganich,Una historia real ,Estados Unidos,6024.0,5.5,6
Michael Finkel,Una historia real ,Estados Unidos,6024.0,5.5,6
Paolo Sorrentino,La juventud ,Italia,19912.0,7.0,6
Eduardo Casanova,Eat My Shit (C),España,2581.0,3.4,6
Alex Winter,Deep Web ,Estados Unidos,851.0,6.3,6
Jeremy Saulnier,Green Room ,Estados Unidos,12827.0,6.1,6
Guillermo del Toro,La cumbre escarlata ,Estados Unidos,20617.0,5.8,6
Matthew Robbins,La cumbre escarlata ,Estados Unidos,20617.0,5.8,6
Adam McKay,La gran apuesta ,Estados Unidos,34259.0,6.8,6
Charles Randolph,La gran apuesta ,Estados Unidos,34259.0,6.8,6
Michael Lewis,La gran apuesta ,Estados Unidos,34259.0,6.8,6
Colin Trevorrow,Jurassic World ,Estados Unidos,54499.0,5.8,6
Rick Jaffa,Jurassic World ,Estados Unidos,54499.0,5.8,6
