productores,titulo,pais,votos,votacion,nota
Relativity Studios,The Fighter ,Estados Unidos,45734.0,7.2,6
Darren Aronofsky,The Fighter ,Estados Unidos,45734.0,7.2,6
DreamWorks Animation,"Shrek, felices para siempre (Shrek 4) ",Estados Unidos,30635.0,5.9,6
Pacific Data Images (PDI),"Shrek, felices para siempre (Shrek 4) ",Estados Unidos,30635.0,5.9,6
UK Film Council,El discurso del Rey ,Reino Unido,92680.0,7.4,6
The Weinstein Company,El discurso del Rey ,Reino Unido,92680.0,7.4,6
Momentum Pictures,El discurso del Rey ,Reino Unido,92680.0,7.4,6
Aegis Film Fund,El discurso del Rey ,Reino Unido,92680.0,7.4,6
Molinare London,El discurso del Rey ,Reino Unido,92680.0,7.4,6
Filmnation Entertainment,El discurso del Rey ,Reino Unido,92680.0,7.4,6
See-Saw Films,El discurso del Rey ,Reino Unido,92680.0,7.4,6
Bedlam Productions,El discurso del Rey ,Reino Unido,92680.0,7.4,6
The Animation Workshop,The Saga of Biôrn (C),Dinamarca,1050.0,7.0,6
Detailfilm,The External World (C),Alemania,1367.0,6.8,6
Anonymous Content,Winter's Bone ,Estados Unidos,19963.0,6.5,6
"""Winter's Bone Productions""",Winter's Bone ,Estados Unidos,19963.0,6.5,6
Roadside Attractions,Winter's Bone ,Estados Unidos,19963.0,6.5,6
Tesela P.C,Gordos ,España,28980.0,6.2,6
Oï Oï Oï Productions,El concierto ,Francia,11283.0,7.0,6
Trésor Films,El concierto ,Francia,11283.0,7.0,6
France 3 Cinéma,El concierto ,Francia,11283.0,7.0,6
Europa Corp,El concierto ,Francia,11283.0,7.0,6
Castel Film Romania,El concierto ,Francia,11283.0,7.0,6
Panache Productions,El concierto ,Francia,11283.0,7.0,6
BIM Distribuzione,El concierto ,Francia,11283.0,7.0,6
Eurimages,El concierto ,Francia,11283.0,7.0,6
Cinecinema,El concierto ,Francia,11283.0,7.0,6
Wild Bunch,El concierto ,Francia,11283.0,7.0,6
Canal+,El concierto ,Francia,11283.0,7.0,6
RTBF (Télévision Belge),El concierto ,Francia,11283.0,7.0,6
Boo Productions,Canino ,Grecia,24231.0,7.0,6
Greek Film Center,Canino ,Grecia,24231.0,7.0,6
Horsefly Productions,Canino ,Grecia,24231.0,7.0,6
Ambience Entertainment,The Loved Ones (Cita de sangre) ,Australia,2268.0,6.2,6
New Line Cinema,La decisión de Anne ,Estados Unidos,11305.0,6.9,6
Gran Via Productions,La decisión de Anne ,Estados Unidos,11305.0,6.9,6
Warner Bros.,Sherlock Holmes ,Estados Unidos,81034.0,6.6,6
Village Roadshow,Sherlock Holmes ,Estados Unidos,81034.0,6.6,6
Silver Pictures,Sherlock Holmes ,Estados Unidos,81034.0,6.6,6
Wigram Productions,Sherlock Holmes ,Estados Unidos,81034.0,6.6,6
Internationale Filmproduktion Blackbird Dritte,Sherlock Holmes ,Estados Unidos,81034.0,6.6,6
Lin Pictures,Sherlock Holmes ,Estados Unidos,81034.0,6.6,6
Warner Bros.,Sherlock Holmes ,Estados Unidos,81034.0,6.6,6
20th Century Fox Television,Modern Family (Serie de TV),Estados Unidos,55943.0,7.4,6
Levitan / Lloyd,Modern Family (Serie de TV),Estados Unidos,55943.0,7.4,6
American Broadcasting Company (ABC),Modern Family (Serie de TV),Estados Unidos,55943.0,7.4,6
20th Century Fox,Avatar ,Estados Unidos,166030.0,7.2,6
Lightstorm Entertainment,Avatar ,Estados Unidos,166030.0,7.2,6
Giant Studios Inc,Avatar ,Estados Unidos,166030.0,7.2,6
James Cameron,Avatar ,Estados Unidos,166030.0,7.2,6
Fox Searchlight,Adam ,Estados Unidos,5075.0,6.5,6
Olympus Pictures,Adam ,Estados Unidos,5075.0,6.5,6
Serenade Films,Adam ,Estados Unidos,5075.0,6.5,6
Vox3 Films,Adam ,Estados Unidos,5075.0,6.5,6
Sony Pictures Classics,Si la cosa funciona ,Estados Unidos,38734.0,7.0,6
Wild Bunch,Si la cosa funciona ,Estados Unidos,38734.0,7.0,6
Gravier Productions,Si la cosa funciona ,Estados Unidos,38734.0,7.0,6
American Empirical Pictures,Fantástico Sr. Fox ,Estados Unidos,25291.0,7.3,6
Indian Paintbrush,Fantástico Sr. Fox ,Estados Unidos,25291.0,7.3,6
20th Century Fox,Fantástico Sr. Fox ,Estados Unidos,25291.0,7.3,6
Regency Enterprises,Fantástico Sr. Fox ,Estados Unidos,25291.0,7.3,6
New Line Cinema,Qué les pasa a los hombres ,Estados Unidos,18152.0,5.3,6
Flower Films,Qué les pasa a los hombres ,Estados Unidos,18152.0,5.3,6
Columbia Pictures,Siete almas ,Estados Unidos,62149.0,7.1,6
Relativity Studios,Siete almas ,Estados Unidos,62149.0,7.1,6
Overbrook Entertainment,Siete almas ,Estados Unidos,62149.0,7.1,6
Escape Artists,Siete almas ,Estados Unidos,62149.0,7.1,6
Paramount Pictures,Iron Man ,Estados Unidos,96524.0,6.6,6
Marvel Entertainment,Iron Man ,Estados Unidos,96524.0,6.6,6
Marvel Studios,Iron Man ,Estados Unidos,96524.0,6.6,6
Fairview Entertainment,Iron Man ,Estados Unidos,96524.0,6.6,6
Dark Blades Films,Iron Man ,Estados Unidos,96524.0,6.6,6
Legion Entertainment,Iron Man ,Estados Unidos,96524.0,6.6,6
Wild Bunch,Che: El argentino ,Estados Unidos,25356.0,6.6,6
Morena Films,Che: El argentino ,Estados Unidos,25356.0,6.6,6
Laura Bickford Productions,Che: El argentino ,Estados Unidos,25356.0,6.6,6
Section Eight,Che: El argentino ,Estados Unidos,25356.0,6.6,6
Nina Paley,Sita Sings the Blues ,Estados Unidos,391.0,7.1,6
20th Century Fox,Venganza ,Francia,44587.0,6.9,6
Europa Corp,Venganza ,Francia,44587.0,6.9,6
M6 Films,Venganza ,Francia,44587.0,6.9,6
Grive Productions,Venganza ,Francia,44587.0,6.9,6
Canal+,Venganza ,Francia,44587.0,6.9,6
TPS Star,Venganza ,Francia,44587.0,6.9,6
Toma 78,Mamá (C),España,2246.0,5.5,6
Bibo Films,French Roast (C),Francia,1822.0,6.5,6
Pumpkin Factory,French Roast (C),Francia,1822.0,6.5,6
The Animation Show of Shows,French Roast (C),Francia,1822.0,6.5,6
Vertigo Films,Bronson ,Reino Unido,6964.0,6.4,6
4DH Films,Bronson ,Reino Unido,6964.0,6.4,6
Str8jacket Creations,Bronson ,Reino Unido,6964.0,6.4,6
Perfume Films,Bronson ,Reino Unido,6964.0,6.4,6
Rogue Pictures,Los extraños ,Estados Unidos,13386.0,5.1,6
Vertigo Entertainment,Los extraños ,Estados Unidos,13386.0,5.1,6
Mandate Pictures,Los extraños ,Estados Unidos,13386.0,5.1,6
Intrepid Pictures,Los extraños ,Estados Unidos,13386.0,5.1,6
Fandango Produzione,Gomorra ,Italia,24101.0,6.2,6
Frederator Studios,Hora de aventuras (TV) (C),Estados Unidos,2031.0,7.1,6
JM Animation,Hora de aventuras (TV) (C),Estados Unidos,2031.0,7.1,6
Pixar Animation Studios,BURN•E (C),Estados Unidos,4416.0,6.5,6
Walt Disney Pictures,BURN•E (C),Estados Unidos,4416.0,6.5,6
Focus Features,Escondidos en Brujas ,Reino Unido,33960.0,6.6,6
Fox 2000 Pictures,Una pareja de tres ,Estados Unidos,14723.0,6.0,6
Regency Enterprises,Una pareja de tres ,Estados Unidos,14723.0,6.0,6
2.4.7. Films,Persépolis ,Francia,43851.0,7.8,6
Miramax,No es país para viejos ,Estados Unidos,112220.0,7.2,6
Paramount Vantage,No es país para viejos ,Estados Unidos,112220.0,7.2,6
Scott Rudin Productions,No es país para viejos ,Estados Unidos,112220.0,7.2,6
Warner Bros. Television,Big Bang (Serie de TV),Estados Unidos,98041.0,7.7,6
CBS,Big Bang (Serie de TV),Estados Unidos,98041.0,7.7,6
,Caramel ,Líbano,8504.0,6.7,6
Yamamura Animation,Un médico rural (C),Japón,513.0,6.7,6
Cuba Pictures,Boy A ,Reino Unido,1159.0,7.2,6
JWT,La clave Reserva (C),España,2007.0,6.5,6
Ovideo,La clave Reserva (C),España,2007.0,6.5,6
Freixenet,La clave Reserva (C),España,2007.0,6.5,6
20th Century Fox,Los Simpson: La película ,Estados Unidos,97371.0,6.2,6
Gracie Films,Los Simpson: La película ,Estados Unidos,97371.0,6.2,6
Lazonafilms,Concursante ,España,14267.0,6.5,6
Continental,Concursante ,España,14267.0,6.5,6
Nephilim Producciones,Concursante ,España,14267.0,6.5,6
Filmax,Concursante ,España,14267.0,6.5,6
Miramax,Pozos de ambición ,Estados Unidos,43603.0,7.3,6
Paramount Vantage,Pozos de ambición ,Estados Unidos,43603.0,7.3,6
Universal Pictures,El ultimátum de Bourne ,Estados Unidos,81476.0,7.2,6
Capitol Films,Antes que el diablo sepa que has muerto ,Estados Unidos,36470.0,7.0,6
Funky Buddha Productions,Antes que el diablo sepa que has muerto ,Estados Unidos,36470.0,7.0,6
Unity Productions,Antes que el diablo sepa que has muerto ,Estados Unidos,36470.0,7.0,6
Linsefilm,Antes que el diablo sepa que has muerto ,Estados Unidos,36470.0,7.0,6
Michael Cerenzie Productions,Antes que el diablo sepa que has muerto ,Estados Unidos,36470.0,7.0,6
THINKFilm,Antes que el diablo sepa que has muerto ,Estados Unidos,36470.0,7.0,6
Fox Searchlight,Juno ,Estados Unidos,100649.0,6.9,6
Mandate Pictures,Juno ,Estados Unidos,100649.0,6.9,6
Mr. Mudd,Juno ,Estados Unidos,100649.0,6.9,6
Dimension Films,Thanksgiving (C),Estados Unidos,1416.0,6.0,6
Big Talk Productions,Thanksgiving (C),Estados Unidos,1416.0,6.0,6
Eyetronics,Thanksgiving (C),Estados Unidos,1416.0,6.0,6
Rodriguez International Pictures,Thanksgiving (C),Estados Unidos,1416.0,6.0,6
Troublemaker Studios,Thanksgiving (C),Estados Unidos,1416.0,6.0,6
The Weinstein Company,Thanksgiving (C),Estados Unidos,1416.0,6.0,6
Miramax,"Adiós pequeña, adiós ",Estados Unidos,30852.0,6.9,6
Ladd Company,"Adiós pequeña, adiós ",Estados Unidos,30852.0,6.9,6
LivePlanet,"Adiós pequeña, adiós ",Estados Unidos,30852.0,6.9,6
Arsénico P.C,Cambiar el mundo (C),España,2283.0,5.8,6
Pentagrama Films,Ladrones ,España,4914.0,5.5,6
Estudios Picasso,Ladrones ,España,4914.0,5.5,6
Maestranza Films,Ladrones ,España,4914.0,5.5,6
KV Entertainment,Los cronocrímenes ,España,29734.0,6.6,6
ZIP Films,Los cronocrímenes ,España,29734.0,6.6,6
Fine Productions S.L,Los cronocrímenes ,España,29734.0,6.6,6
Roadside Attractions,Vagina Dentata (Vagina dentada) ,Estados Unidos,3375.0,4.3,6
Teeth LLC,Vagina Dentata (Vagina dentada) ,Estados Unidos,3375.0,4.3,6
Pierpoline Films,Vagina Dentata (Vagina dentada) ,Estados Unidos,3375.0,4.3,6
Celluloid Dreams,Funny Games ,Estados Unidos,26450.0,6.3,6
Halcyon Pictures,Funny Games ,Estados Unidos,26450.0,6.3,6
Tartan Films,Funny Games ,Estados Unidos,26450.0,6.3,6
X-Filme,Funny Games ,Estados Unidos,26450.0,6.3,6
Lucky Red,Funny Games ,Estados Unidos,26450.0,6.3,6
Kinematograf,Funny Games ,Estados Unidos,26450.0,6.3,6
Warner Bros.,Ahora o nunca ,Estados Unidos,27289.0,6.6,6
Zadan-Meron Productions,Ahora o nunca ,Estados Unidos,27289.0,6.6,6
Two Ton Films,Ahora o nunca ,Estados Unidos,27289.0,6.6,6
New Line Cinema,Fracture ,Estados Unidos,20082.0,6.4,6
Castle Rock Entertainment,Fracture ,Estados Unidos,20082.0,6.4,6
,"Paris, je t'aime ",Francia,20010.0,6.8,6
Alta Films,La noche de los girasoles ,España,8983.0,6.8,6
The Film,La noche de los girasoles ,España,8983.0,6.8,6
Fado Filmes,La noche de los girasoles ,España,8983.0,6.8,6
Stop Line,La noche de los girasoles ,España,8983.0,6.8,6
Backup Films,La noche de los girasoles ,España,8983.0,6.8,6
Columbia Pictures,El código Da Vinci ,Estados Unidos,64035.0,5.7,6
Imagine Entertainment,El código Da Vinci ,Estados Unidos,64035.0,5.7,6
The Weinstein Company,Mentes en blanco ,Estados Unidos,8225.0,5.7,6
Scott Free Productions,Déjà Vu ,Estados Unidos,50620.0,6.2,6
Touchstone Pictures,Déjà Vu ,Estados Unidos,50620.0,6.2,6
Jerry Bruckheimer Films,Déjà Vu ,Estados Unidos,50620.0,6.2,6
FortyFour Studios,Déjà Vu ,Estados Unidos,50620.0,6.2,6
,El Perfume. Historia de un asesino ,Alemania,59576.0,6.7,6
Fox Searchlight,Pequeña Miss Sunshine ,Estados Unidos,108742.0,7.6,6
Big Beach,Pequeña Miss Sunshine ,Estados Unidos,108742.0,7.6,6
The Colleton Company,Dexter (Serie de TV),Estados Unidos,61408.0,7.9,6
John Goldwyn Productions,Dexter (Serie de TV),Estados Unidos,61408.0,7.9,6
Clyde Phillips Productions,Dexter (Serie de TV),Estados Unidos,61408.0,7.9,6
Devilina Productions,Dexter (Serie de TV),Estados Unidos,61408.0,7.9,6
Showtime,Dexter (Serie de TV),Estados Unidos,61408.0,7.9,6
D.N. Dream Partners,Death Note (Serie de TV),Japón,42817.0,8.2,6
Madhouse,Death Note (Serie de TV),Japón,42817.0,8.2,6
Nippon TV,Death Note (Serie de TV),Japón,42817.0,8.2,6
Shueisha,Death Note (Serie de TV),Japón,42817.0,8.2,6
VAP,Death Note (Serie de TV),Japón,42817.0,8.2,6
Pixar Animation Studios,Abducido (C),Estados Unidos,9775.0,7.0,6
Walt Disney Pictures,Cars ,Estados Unidos,80506.0,6.2,6
Pixar Animation Studios,Cars ,Estados Unidos,80506.0,6.2,6
20th Century Fox,El diablo viste de Prada ,Estados Unidos,36327.0,5.7,6
Fox 2000 Pictures,El diablo viste de Prada ,Estados Unidos,36327.0,5.7,6
Universal Pictures,Plan oculto ,Estados Unidos,49509.0,7.1,6
Imagine Entertainment,Plan oculto ,Estados Unidos,49509.0,7.1,6
Pixar Animation Studios,Mate y la luz fantasma (C),Estados Unidos,2140.0,5.2,6
Walt Disney Pictures,Mate y la luz fantasma (C),Estados Unidos,2140.0,5.2,6
Universal Pictures,Hijos de los hombres ,Reino Unido,70066.0,7.1,6
Strike Entertainment,Hijos de los hombres ,Reino Unido,70066.0,7.1,6
Hit & Run Productions,Hijos de los hombres ,Reino Unido,70066.0,7.1,6
Toho-Towa,Hijos de los hombres ,Reino Unido,70066.0,7.1,6
Universal Pictures,La llave del mal ,Estados Unidos,11530.0,5.7,6
National Geographic,En el vientre materno (TV),Reino Unido,472.0,7.4,6
Muse Entertainment,Tráfico humano (Miniserie de TV),Canadá,1825.0,6.4,6
RHI Entertainment,Tráfico humano (Miniserie de TV),Canadá,1825.0,6.4,6
Walt Disney Pictures,"Las crónicas de Narnia: El león, la bruja y el armario ",Estados Unidos,56771.0,5.8,6
Walden Media,"Las crónicas de Narnia: El león, la bruja y el armario ",Estados Unidos,56771.0,5.8,6
DreamWorks Animation,Madagascar ,Estados Unidos,39742.0,6.2,6
DreamWorks SKG,Madagascar ,Estados Unidos,39742.0,6.2,6
Pacific Data Images (PDI),Madagascar ,Estados Unidos,39742.0,6.2,6
CBS,Cómo conocí a vuestra madre (Serie de TV),Estados Unidos,96850.0,7.6,6
Warner Bros.,Charlie y la fábrica de chocolate ,Estados Unidos,94589.0,6.6,6
Village Roadshow,Charlie y la fábrica de chocolate ,Estados Unidos,94589.0,6.6,6
TriStar Pictures,Oliver Twist ,Reino Unido,20053.0,6.4,6
Entertainment Manufacturing Company,El señor de la guerra ,Estados Unidos,56670.0,7.1,6
VIP 3 Medienfonds,El señor de la guerra ,Estados Unidos,56670.0,7.1,6
Ascendant Pictures,El señor de la guerra ,Estados Unidos,56670.0,7.1,6
Saturn Films,El señor de la guerra ,Estados Unidos,56670.0,7.1,6
Rising Star,El señor de la guerra ,Estados Unidos,56670.0,7.1,6
Copag V,El señor de la guerra ,Estados Unidos,56670.0,7.1,6
Endgame Entertainment,El señor de la guerra ,Estados Unidos,56670.0,7.1,6
Majority Entertainment,El señor de la guerra ,Estados Unidos,56670.0,7.1,6
Metro-Goldwyn-Mayer (MGM),El señor de la guerra ,Estados Unidos,56670.0,7.1,6
Lionsgate,El señor de la guerra ,Estados Unidos,56670.0,7.1,6
Warner Independent Pictures,Todo está iluminado ,Estados Unidos,8562.0,7.0,6
Universal Pictures,King Kong ,Estados Unidos,72511.0,6.2,6
Wingnut Films,King Kong ,Estados Unidos,72511.0,6.2,6
Big Primate Pictures,King Kong ,Estados Unidos,72511.0,6.2,6
MFPV Film,King Kong ,Estados Unidos,72511.0,6.2,6
Samuel Goldwyn Films,Super Size Me ,Estados Unidos,35746.0,6.6,6
Roadside Attractions,Super Size Me ,Estados Unidos,35746.0,6.6,6
Showtime,Super Size Me ,Estados Unidos,35746.0,6.6,6
Destination Films,Una canción del pasado ,Estados Unidos,6998.0,6.6,6
El Camino Pictures,Una canción del pasado ,Estados Unidos,6998.0,6.6,6
Crossroads Films,Una canción del pasado ,Estados Unidos,6998.0,6.6,6
Bob Yari,Una canción del pasado ,Estados Unidos,6998.0,6.6,6
Strike Entertainment,Amanecer de los muertos ,Estados Unidos,47458.0,6.5,6
New Amsterdam Entertainment,Amanecer de los muertos ,Estados Unidos,47458.0,6.5,6
Metropolitan Filmexport,Amanecer de los muertos ,Estados Unidos,47458.0,6.5,6
Toho-Towa,Amanecer de los muertos ,Estados Unidos,47458.0,6.5,6
Universal Pictures,Amanecer de los muertos ,Estados Unidos,47458.0,6.5,6
Warner Bros.,Antes del atardecer ,Estados Unidos,39940.0,7.3,6
Castle Rock Entertainment,Antes del atardecer ,Estados Unidos,39940.0,7.3,6
DreamWorks Animation,El espantatiburones ,Estados Unidos,19026.0,5.3,6
DreamWorks SKG,El espantatiburones ,Estados Unidos,19026.0,5.3,6
Pacific Data Images (PDI),El espantatiburones ,Estados Unidos,19026.0,5.3,6
Lionsgate,Cube Zero ,Canadá,11193.0,5.5,6
Miramax,Descubriendo Nunca Jamás ,Estados Unidos,50428.0,7.2,6
FilmColony,Descubriendo Nunca Jamás ,Estados Unidos,50428.0,7.2,6
Keylight Entertainment Group,Descubriendo Nunca Jamás ,Estados Unidos,50428.0,7.2,6
Miramax,Descubriendo Nunca Jamás ,Estados Unidos,50428.0,7.2,6
New Line Cinema,El diario de Noa ,Estados Unidos,84076.0,7.3,6
Gran Via,El diario de Noa ,Estados Unidos,84076.0,7.3,6
Avery Pix,El diario de Noa ,Estados Unidos,84076.0,7.3,6
New Line Cinema,El diario de Noa ,Estados Unidos,84076.0,7.3,6
PES,KaBoom! (C),Estados Unidos,593.0,5.1,6
El Deseo,La mala educación ,España,40482.0,6.1,6
Universal Pictures,Los padres de él ,Estados Unidos,65109.0,6.0,6
Ibarretxe & Co. S.L,7:35 de la mañana (C),España,11475.0,6.9,6
Ghoulardi Film Company,Mattress Man Commercial (C),Estados Unidos,851.0,4.5,6
New Line Cinema,Mattress Man Commercial (C),Estados Unidos,851.0,4.5,6
Revolution Studios,Mattress Man Commercial (C),Estados Unidos,851.0,4.5,6
X Filme Creative Pool,"Good Bye, Lenin! ",Alemania,76699.0,7.6,6
ARTE,"Good Bye, Lenin! ",Alemania,76699.0,7.6,6
Westdeutscher Rundfunk (WDR),"Good Bye, Lenin! ",Alemania,76699.0,7.6,6
Show East Co. Ltd,Oldboy ,Corea del Sur,70957.0,7.8,6
Egg Films,Oldboy ,Corea del Sur,70957.0,7.8,6
CJ Entertainment,Oldboy ,Corea del Sur,70957.0,7.8,6
CJ E&M Film Financing & Investment Entertainment & Comics,Oldboy ,Corea del Sur,70957.0,7.8,6
Moho Films,Oldboy ,Corea del Sur,70957.0,7.8,6
Walt Disney Pictures,Piratas del Caribe: La maldición de la Perla Negra ,Estados Unidos,154922.0,7.2,6
Jerry Bruckheimer Films,Piratas del Caribe: La maldición de la Perla Negra ,Estados Unidos,154922.0,7.2,6
Twisted Pictures,Saw (C),Australia,4569.0,6.5,6
Universal Pictures,La vida de David Gale ,Estados Unidos,46141.0,7.3,6
Intermedia Films,La vida de David Gale ,Estados Unidos,46141.0,7.3,6
Dirty Hands Productions,La vida de David Gale ,Estados Unidos,46141.0,7.3,6
Mikona Productions GmbH & Co. KG,La vida de David Gale ,Estados Unidos,46141.0,7.3,6
Saturn Films,La vida de David Gale ,Estados Unidos,46141.0,7.3,6
Universal Pictures,La vida de David Gale ,Estados Unidos,46141.0,7.3,6
,"Primavera, verano, otoño, invierno... y primavera ",Corea del Sur,20475.0,7.6,6
Columbia Pictures,Identidad ,Estados Unidos,30298.0,6.7,6
Walt Disney Pictures,La maldición de los hoyos (Holes) ,Estados Unidos,2969.0,5.6,6
Fox 2000 Pictures,Última llamada ,Estados Unidos,46754.0,6.5,6
Dimension Films,Equilibrium ,Estados Unidos,23939.0,6.5,6
Sony Pictures Classics,Spider ,Canadá,7415.0,6.6,6
Capitol Films,Spider ,Canadá,7415.0,6.6,6
Artist Independent Network,Spider ,Canadá,7415.0,6.6,6
Grosvenor Park,Spider ,Canadá,7415.0,6.6,6
Odeon Films,Spider ,Canadá,7415.0,6.6,6
Catherine Bailey,Spider ,Canadá,7415.0,6.6,6
Téléfilm Canada,Spider ,Canadá,7415.0,6.6,6
CPTC,Spider ,Canadá,7415.0,6.6,6
Metropolitan Films,Spider ,Canadá,7415.0,6.6,6
Redbus Pictures,Spider ,Canadá,7415.0,6.6,6
David Cronenberg,Spider ,Canadá,7415.0,6.6,6
Touchstone Pictures,La última noche ,Estados Unidos,34986.0,7.5,6
40 Acres & A Mule Filmworks,La última noche ,Estados Unidos,34986.0,7.5,6
Medienfonds GFP,El enigma de Jerusalén (TV),Alemania,1966.0,5.3,6
Rat Pack Filmproduktion,El enigma de Jerusalén (TV),Alemania,1966.0,5.3,6
DNA Productions,Jimmy Neutron (Serie de TV),Estados Unidos,3302.0,4.6,6
O Entertainment,Jimmy Neutron (Serie de TV),Estados Unidos,3302.0,4.6,6
Nickelodeon Movies,Jimmy Neutron (Serie de TV),Estados Unidos,3302.0,4.6,6
Alcon Entertainment,Insomnio ,Estados Unidos,34226.0,6.5,6
Witt/Thomas Productions,Insomnio ,Estados Unidos,34226.0,6.5,6
Section Eight,Insomnio ,Estados Unidos,34226.0,6.5,6
Insomnia Productions,Insomnio ,Estados Unidos,34226.0,6.5,6
Summit Entertainment,Insomnio ,Estados Unidos,34226.0,6.5,6
Warner Bros.,Insomnio ,Estados Unidos,34226.0,6.5,6
20th Century Fox,Star Wars. Episodio II: El ataque de los clones ,Estados Unidos,107000.0,6.3,6
Lucasfilm,Star Wars. Episodio II: El ataque de los clones ,Estados Unidos,107000.0,6.3,6
Fox Searchlight,28 días después ,Reino Unido,75352.0,6.7,6
DNA Films,28 días después ,Reino Unido,75352.0,6.7,6
UK Film Council,28 días después ,Reino Unido,75352.0,6.7,6
CJ Entertainment,Sang Woo y su abuela ,Corea del Sur,2516.0,7.4,6
Tube Entertainment,Sang Woo y su abuela ,Corea del Sur,2516.0,7.4,6
HBO,Las mujeres de verdad tienen curvas ,Estados Unidos,4063.0,6.7,6
Newmarket,Las mujeres de verdad tienen curvas ,Estados Unidos,4063.0,6.7,6
Dor Film Wien,La Secretaria de Hitler: El ángulo muerto ,Austria,256.0,6.6,6
Universal Pictures,El dragón rojo ,Estados Unidos,40471.0,6.5,6
Dino de Laurentiis,El dragón rojo ,Estados Unidos,40471.0,6.5,6
Metro-Goldwyn-Mayer (MGM),El dragón rojo ,Estados Unidos,40471.0,6.5,6
Telespan 2000,El otro lado de la cama ,España,49755.0,6.4,6
Pandora Cinema,Cypher ,Canadá,9960.0,6.5,6
Notodofilmfest,Código 7 (C),España,1990.0,6.0,6
Warner Bros.,Harry Potter y la cámara secreta ,Reino Unido,74447.0,6.5,6
