directores,titulo,pais,votos,votacion,nota
Gay Linvill,Big Bang (Serie de TV),Estados Unidos,98041.0,7.7,6
Kristy Cecil,Big Bang (Serie de TV),Estados Unidos,98041.0,7.7,6
Nadine Labaki,Caramel ,Líbano,8504.0,6.7,6
Koji Yamamura,Un médico rural (C),Japón,513.0,6.7,6
John Crowley,Boy A ,Reino Unido,1159.0,7.2,6
Martin Scorsese,La clave Reserva (C),España,2007.0,6.5,6
David Silverman,Los Simpson: La película ,Estados Unidos,97371.0,6.2,6
Rodrigo Cortés,Concursante ,España,14267.0,6.5,6
Paul Thomas Anderson,Pozos de ambición ,Estados Unidos,43603.0,7.3,6
Paul Greengrass,El ultimátum de Bourne ,Estados Unidos,81476.0,7.2,6
Sidney Lumet,Antes que el diablo sepa que has muerto ,Estados Unidos,36470.0,7.0,6
Jason Reitman,Juno ,Estados Unidos,100649.0,6.9,6
Eli Roth,Thanksgiving (C),Estados Unidos,1416.0,6.0,6
Ben Affleck,"Adiós pequeña, adiós ",Estados Unidos,30852.0,6.9,6
Nacho Vigalondo,Cambiar el mundo (C),España,2283.0,5.8,6
Jaime Marqués,Ladrones ,España,4914.0,5.5,6
Nacho Vigalondo,Los cronocrímenes ,España,29734.0,6.6,6
Mitchell Lichtenstein,Vagina Dentata (Vagina dentada) ,Estados Unidos,3375.0,4.3,6
Michael Haneke,Funny Games ,Estados Unidos,26450.0,6.3,6
Rob Reiner,Ahora o nunca ,Estados Unidos,27289.0,6.6,6
Gregory Hoblit,Fracture ,Estados Unidos,20082.0,6.4,6
Olivier Assayas,"Paris, je t'aime ",Francia,20010.0,6.8,6
Frédéric Auburtin,"Paris, je t'aime ",Francia,20010.0,6.8,6
Gérard Depardieu,"Paris, je t'aime ",Francia,20010.0,6.8,6
Gurinder Chadha,"Paris, je t'aime ",Francia,20010.0,6.8,6
Sylvain Chomet,"Paris, je t'aime ",Francia,20010.0,6.8,6
Joel Coen,"Paris, je t'aime ",Francia,20010.0,6.8,6
Ethan Coen,"Paris, je t'aime ",Francia,20010.0,6.8,6
Isabel Coixet,"Paris, je t'aime ",Francia,20010.0,6.8,6
Wes Craven,"Paris, je t'aime ",Francia,20010.0,6.8,6
Alfonso Cuarón,"Paris, je t'aime ",Francia,20010.0,6.8,6
Christopher Doyle,"Paris, je t'aime ",Francia,20010.0,6.8,6
Richard LaGravenese,"Paris, je t'aime ",Francia,20010.0,6.8,6
Vincenzo Natali,"Paris, je t'aime ",Francia,20010.0,6.8,6
Alexander Payne,"Paris, je t'aime ",Francia,20010.0,6.8,6
Bruno Podalydès,"Paris, je t'aime ",Francia,20010.0,6.8,6
Walter Salles,"Paris, je t'aime ",Francia,20010.0,6.8,6
Daniela Thomas,"Paris, je t'aime ",Francia,20010.0,6.8,6
Oliver Schmitz,"Paris, je t'aime ",Francia,20010.0,6.8,6
Nobuhiro Suwa,"Paris, je t'aime ",Francia,20010.0,6.8,6
Tom Tykwer,"Paris, je t'aime ",Francia,20010.0,6.8,6
Gus Van Sant,"Paris, je t'aime ",Francia,20010.0,6.8,6
Jorge Sánchez-Cabezudo,La noche de los girasoles ,España,8983.0,6.8,6
Ron Howard,El código Da Vinci ,Estados Unidos,64035.0,5.7,6
Simon Brand,Mentes en blanco ,Estados Unidos,8225.0,5.7,6
Tony Scott,Déjà Vu ,Estados Unidos,50620.0,6.2,6
Tom Tykwer,El Perfume. Historia de un asesino ,Alemania,59576.0,6.7,6
Jonathan Dayton,Pequeña Miss Sunshine ,Estados Unidos,108742.0,7.6,6
Valerie Faris,Pequeña Miss Sunshine ,Estados Unidos,108742.0,7.6,6
James Manos Jr.,Dexter (Serie de TV),Estados Unidos,61408.0,7.9,6
John Dahl,Dexter (Serie de TV),Estados Unidos,61408.0,7.9,6
Steve Shill,Dexter (Serie de TV),Estados Unidos,61408.0,7.9,6
Keith Gordon,Dexter (Serie de TV),Estados Unidos,61408.0,7.9,6
Marcos Siega,Dexter (Serie de TV),Estados Unidos,61408.0,7.9,6
Ernest R. Dickerson,Dexter (Serie de TV),Estados Unidos,61408.0,7.9,6
Romeo Tirone,Dexter (Serie de TV),Estados Unidos,61408.0,7.9,6
Michael Cuesta,Dexter (Serie de TV),Estados Unidos,61408.0,7.9,6
Tony Goldwyn,Dexter (Serie de TV),Estados Unidos,61408.0,7.9,6
S.J. Clarkson,Dexter (Serie de TV),Estados Unidos,61408.0,7.9,6
Stefan Schwartz,Dexter (Serie de TV),Estados Unidos,61408.0,7.9,6
Robert Lieberman,Dexter (Serie de TV),Estados Unidos,61408.0,7.9,6
Nick Gomez,Dexter (Serie de TV),Estados Unidos,61408.0,7.9,6
Tim Hunter,Dexter (Serie de TV),Estados Unidos,61408.0,7.9,6
Michael Lehmann,Dexter (Serie de TV),Estados Unidos,61408.0,7.9,6
Holly Dale,Dexter (Serie de TV),Estados Unidos,61408.0,7.9,6
Alik Sakharov,Dexter (Serie de TV),Estados Unidos,61408.0,7.9,6
Adam Davidson,Dexter (Serie de TV),Estados Unidos,61408.0,7.9,6
Jeremy Podeswa,Dexter (Serie de TV),Estados Unidos,61408.0,7.9,6
Brian Kirk,Dexter (Serie de TV),Estados Unidos,61408.0,7.9,6
Milan Cheylov,Dexter (Serie de TV),Estados Unidos,61408.0,7.9,6
Seith Mann,Dexter (Serie de TV),Estados Unidos,61408.0,7.9,6
Michael C. Hall,Dexter (Serie de TV),Estados Unidos,61408.0,7.9,6
Tetsurō Araki,Death Note (Serie de TV),Japón,42817.0,8.2,6
Gary Rydstrom,Abducido (C),Estados Unidos,9775.0,7.0,6
John Lasseter,Cars ,Estados Unidos,80506.0,6.2,6
David Frankel,El diablo viste de Prada ,Estados Unidos,36327.0,5.7,6
Spike Lee,Plan oculto ,Estados Unidos,49509.0,7.1,6
John Lasseter,Mate y la luz fantasma (C),Estados Unidos,2140.0,5.2,6
Dan Scanlon,Mate y la luz fantasma (C),Estados Unidos,2140.0,5.2,6
Alfonso Cuarón,Hijos de los hombres ,Reino Unido,70066.0,7.1,6
Iain Softley,La llave del mal ,Estados Unidos,11530.0,5.7,6
Toby Macdonald,En el vientre materno (TV),Reino Unido,472.0,7.4,6
Christian Duguay,Tráfico humano (Miniserie de TV),Canadá,1825.0,6.4,6
Andrew Adamson,"Las crónicas de Narnia: El león, la bruja y el armario ",Estados Unidos,56771.0,5.8,6
Eric Darnell,Madagascar ,Estados Unidos,39742.0,6.2,6
Tom McGrath,Madagascar ,Estados Unidos,39742.0,6.2,6
Carter Bays,Cómo conocí a vuestra madre (Serie de TV),Estados Unidos,96850.0,7.6,6
Craig Thomas,Cómo conocí a vuestra madre (Serie de TV),Estados Unidos,96850.0,7.6,6
Pamela Fryman,Cómo conocí a vuestra madre (Serie de TV),Estados Unidos,96850.0,7.6,6
Rob Greenberg,Cómo conocí a vuestra madre (Serie de TV),Estados Unidos,96850.0,7.6,6
Michael J. Shea,Cómo conocí a vuestra madre (Serie de TV),Estados Unidos,96850.0,7.6,6
Neil Patrick Harris,Cómo conocí a vuestra madre (Serie de TV),Estados Unidos,96850.0,7.6,6
Tim Burton,Charlie y la fábrica de chocolate ,Estados Unidos,94589.0,6.6,6
Roman Polanski,Oliver Twist ,Reino Unido,20053.0,6.4,6
Andrew Niccol,El señor de la guerra ,Estados Unidos,56670.0,7.1,6
Liev Schreiber,Todo está iluminado ,Estados Unidos,8562.0,7.0,6
Peter Jackson,King Kong ,Estados Unidos,72511.0,6.2,6
Morgan Spurlock,Super Size Me ,Estados Unidos,35746.0,6.6,6
Shainee Gabel,Una canción del pasado ,Estados Unidos,6998.0,6.6,6
Zack Snyder,Amanecer de los muertos ,Estados Unidos,47458.0,6.5,6
Richard Linklater,Antes del atardecer ,Estados Unidos,39940.0,7.3,6
Bibo Bergeron,El espantatiburones ,Estados Unidos,19026.0,5.3,6
Vicky Jenson,El espantatiburones ,Estados Unidos,19026.0,5.3,6
Rob Letterman,El espantatiburones ,Estados Unidos,19026.0,5.3,6
Ernie Barbarash,Cube Zero ,Canadá,11193.0,5.5,6
Marc Forster,Descubriendo Nunca Jamás ,Estados Unidos,50428.0,7.2,6
Nick Cassavetes,El diario de Noa ,Estados Unidos,84076.0,7.3,6
PES,KaBoom! (C),Estados Unidos,593.0,5.1,6
Pedro Almodóvar,La mala educación ,España,40482.0,6.1,6
Jay Roach,Los padres de él ,Estados Unidos,65109.0,6.0,6
Nacho Vigalondo,7:35 de la mañana (C),España,11475.0,6.9,6
Paul Thomas Anderson,Mattress Man Commercial (C),Estados Unidos,851.0,4.5,6
Wolfgang Becker,"Good Bye, Lenin! ",Alemania,76699.0,7.6,6
Park Chan-wook,Oldboy ,Corea del Sur,70957.0,7.8,6
Gore Verbinski,Piratas del Caribe: La maldición de la Perla Negra ,Estados Unidos,154922.0,7.2,6
James Wan,Saw (C),Australia,4569.0,6.5,6
Alan Parker,La vida de David Gale ,Estados Unidos,46141.0,7.3,6
Kim Ki-duk,"Primavera, verano, otoño, invierno... y primavera ",Corea del Sur,20475.0,7.6,6
James Mangold,Identidad ,Estados Unidos,30298.0,6.7,6
Andrew Davis,La maldición de los hoyos (Holes) ,Estados Unidos,2969.0,5.6,6
Joel Schumacher,Última llamada ,Estados Unidos,46754.0,6.5,6
Kurt Wimmer,Equilibrium ,Estados Unidos,23939.0,6.5,6
David Cronenberg,Spider ,Canadá,7415.0,6.6,6
Spike Lee,La última noche ,Estados Unidos,34986.0,7.5,6
Sebastian Niemann,El enigma de Jerusalén (TV),Alemania,1966.0,5.3,6
John A. Davis,Jimmy Neutron (Serie de TV),Estados Unidos,3302.0,4.6,6
Keith Alcorn,Jimmy Neutron (Serie de TV),Estados Unidos,3302.0,4.6,6
Mike Gasaway,Jimmy Neutron (Serie de TV),Estados Unidos,3302.0,4.6,6
Kirby Atkins,Jimmy Neutron (Serie de TV),Estados Unidos,3302.0,4.6,6
Christopher Nolan,Insomnio ,Estados Unidos,34226.0,6.5,6
George Lucas,Star Wars. Episodio II: El ataque de los clones ,Estados Unidos,107000.0,6.3,6
Danny Boyle,28 días después ,Reino Unido,75352.0,6.7,6
Lee Jeong-hyang,Sang Woo y su abuela ,Corea del Sur,2516.0,7.4,6
Patricia Cardoso,Las mujeres de verdad tienen curvas ,Estados Unidos,4063.0,6.7,6
André Heller,La Secretaria de Hitler: El ángulo muerto ,Austria,256.0,6.6,6
Othmar Schmiderer,La Secretaria de Hitler: El ángulo muerto ,Austria,256.0,6.6,6
Brett Ratner,El dragón rojo ,Estados Unidos,40471.0,6.5,6
Emilio Martínez-Lázaro,El otro lado de la cama ,España,49755.0,6.4,6
Vincenzo Natali,Cypher ,Canadá,9960.0,6.5,6
Nacho Vigalondo,Código 7 (C),España,1990.0,6.0,6
Chris Columbus,Harry Potter y la cámara secreta ,Reino Unido,74447.0,6.5,6
Oliver Hirschbiegel,El experimento ,Alemania,27787.0,7.2,6
Ridley Scott,Hannibal ,Estados Unidos,76027.0,6.4,6
Chris Columbus,Harry Potter y la piedra filosofal ,Reino Unido,84548.0,6.8,6
Iain Softley,K-Pax. Un universo aparte ,Estados Unidos,36172.0,6.9,6
Vicente Aranda,Juana la Loca ,España,15725.0,6.1,6
Michael Bay,Pearl Harbor ,Estados Unidos,74480.0,6.1,6
Jean-Jacques Annaud,Enemigo a las puertas ,Reino Unido,82333.0,7.6,6
M. Night Shyamalan,El protegido ,Estados Unidos,58490.0,6.7,6
Lasse Hallström,Chocolat ,Reino Unido,61880.0,6.7,6
Robert Zemeckis,Lo que la verdad esconde ,Estados Unidos,33346.0,6.0,6
Mimi Leder,Cadena de favores ,Estados Unidos,38493.0,6.7,6
Nick Park,Chicken Run: Evasión en la granja ,Reino Unido,33098.0,6.5,6
Peter Lord,Chicken Run: Evasión en la granja ,Reino Unido,33098.0,6.5,6
Josée Dayan,Los miserables (Miniserie de TV),Francia,3849.0,6.9,6
Steven Soderbergh,Erin Brockovich ,Estados Unidos,70543.0,6.5,6
Alejandro González Iñárritu,Amores perros ,México,76221.0,7.7,6
Michael Dudok de Wit,Padre e hija (C),Países Bajos (Holanda),3715.0,7.0,6
James Mangold,Inocencia interrumpida ,Estados Unidos,21127.0,6.6,6
Kimberly Peirce,Boys Don't Cry ,Estados Unidos,14785.0,7.2,6
Benjamin Ross,RKO 281. La batalla por Ciudadano Kane (TV),Estados Unidos,2698.0,6.2,6
Kevin Smith,Dogma ,Estados Unidos,26530.0,6.5,6
Andy Tennant,Ana y el rey ,Estados Unidos,12806.0,5.9,6
Sofia Coppola,Las vírgenes suicidas ,Estados Unidos,33288.0,6.7,6
Claude Zidi,Astérix y Obélix contra César ,Francia,30873.0,5.1,6
José Luis Garci,El abuelo ,España,12555.0,6.9,6
Joel Coen,El gran Lebowski ,Estados Unidos,119799.0,7.6,6
Eric Darnell,Antz (Hormigaz) ,Estados Unidos,97242.0,6.3,6
Tim Johnson,Antz (Hormigaz) ,Estados Unidos,97242.0,6.3,6
Robert Rodriguez,The Faculty ,Estados Unidos,46668.0,4.7,6
Tom Tykwer,"Corre, Lola, corre ",Alemania,33982.0,7.1,6
Barry Levinson,Esfera ,Estados Unidos,46206.0,5.5,6
Simon Wells,El príncipe de Egipto ,Estados Unidos,70501.0,6.4,6
Steve Hickner,El príncipe de Egipto ,Estados Unidos,70501.0,6.4,6
Brenda Chapman,El príncipe de Egipto ,Estados Unidos,70501.0,6.4,6
John Dahl,Rounders ,Estados Unidos,20361.0,7.0,6
Martin Brest,¿Conoces a Joe Black? ,Estados Unidos,46407.0,6.3,6
Josée Dayan,El conde de Montecristo (Miniserie de TV),Francia,9966.0,6.9,6
Robert Redford,El hombre que susurraba a los caballos ,Estados Unidos,15197.0,5.8,6
Javier Fesser,El milagro de P. Tinto ,España,36989.0,6.4,6
Pedro Almodóvar,Carne trémula ,España,15706.0,6.1,6
James L. Brooks,Mejor... imposible ,Estados Unidos,133536.0,7.6,6
Jan Pinkava,El juego de Geri (C),Estados Unidos,13597.0,7.3,6
Woody Allen,Desmontando a Harry ,Estados Unidos,35914.0,7.6,6
Steven Spielberg,El mundo perdido: Jurassic Park ,Estados Unidos,50526.0,5.7,6
Christopher Nolan,Doodlebug (C),Reino Unido,4441.0,5.7,6
Peter Cattaneo,Full Monty ,Reino Unido,47762.0,6.9,6
Quentin Tarantino,Jackie Brown ,Estados Unidos,56669.0,7.2,6
Don Hertzfeldt,Género (C),Estados Unidos,1222.0,6.6,6
Anthony Minghella,El paciente inglés ,Reino Unido,69628.0,7.1,6
Gary Trousdale,El jorobado de Notre Dame ,Estados Unidos,32007.0,6.5,6
Kirk Wise,El jorobado de Notre Dame ,Estados Unidos,32007.0,6.5,6
Michael Kerrigan,Los cinco (Serie de TV),Reino Unido,151.0,6.2,6
Andrew Morgan,Los cinco (Serie de TV),Reino Unido,151.0,6.2,6
Tony Kysh,Los cinco (Serie de TV),Reino Unido,151.0,6.2,6
Tim Leandro,Los cinco (Serie de TV),Reino Unido,151.0,6.2,6
John Gorrie,Los cinco (Serie de TV),Reino Unido,151.0,6.2,6
Tim Dowd,Los cinco (Serie de TV),Reino Unido,151.0,6.2,6
Wes Craven,Scream. Vigila quién llama ,Estados Unidos,71091.0,5.8,6
Brian Henson,Los teleñecos en la Isla del Tesoro ,Estados Unidos,2780.0,5.7,6
David R. Ellis,De vuelta a casa 2: Perdidos en San Francisco ,Estados Unidos,509.0,4.4,6
Gregory Hoblit,Las dos caras de la verdad ,Estados Unidos,32458.0,7.3,6
Don Hertzfeldt,"Ah, L'Amour (C)",Estados Unidos,1493.0,6.1,6
Michael Mann,Heat ,Estados Unidos,51290.0,7.5,6
Brian Cosgrove,Fantomcat (Serie de TV),Reino Unido,,,6
Ben Turner,Fantomcat (Serie de TV),Reino Unido,,,6
Andy Roper,Fantomcat (Serie de TV),Reino Unido,,,6
Joe Johnston,Jumanji ,Estados Unidos,64121.0,6.3,6
John Carpenter,El pueblo de los malditos ,Estados Unidos,26064.0,5.8,6
Christopher Cain,El pequeño panda ,Estados Unidos,878.0,5.0,6
Kathryn Bigelow,Días extraños ,Estados Unidos,20574.0,6.7,6
Mathieu Kassovitz,El odio ,Francia,32522.0,7.8,6
Penelope Spheeris,Una pandilla de pillos ,Estados Unidos,5203.0,5.4,6
Jon Avnet,La guerra ,Estados Unidos,3589.0,6.3,6
Rupert Wainwright,Cheque en blanco ,Estados Unidos,3766.0,3.9,6
Edward Zwick,Leyendas de pasión ,Estados Unidos,69675.0,6.8,6
Peter Hajek,"Rex, un policía diferente (Serie de TV)",Austria,14190.0,4.2,6
Peter Moser,"Rex, un policía diferente (Serie de TV)",Austria,14190.0,4.2,6
Hans Werner,"Rex, un policía diferente (Serie de TV)",Austria,14190.0,4.2,6
Oliver Hirschbiegel,"Rex, un policía diferente (Serie de TV)",Austria,14190.0,4.2,6
Michael Riebl,"Rex, un policía diferente (Serie de TV)",Austria,14190.0,4.2,6
Bodo Fürneisen,"Rex, un policía diferente (Serie de TV)",Austria,14190.0,4.2,6
Peter Carpentier,"Rex, un policía diferente (Serie de TV)",Austria,14190.0,4.2,6
Andreas Prochaska,"Rex, un policía diferente (Serie de TV)",Austria,14190.0,4.2,6
Wolfgang Dickmann,"Rex, un policía diferente (Serie de TV)",Austria,14190.0,4.2,6
Gerald Liegel,"Rex, un policía diferente (Serie de TV)",Austria,14190.0,4.2,6
Christian Görlitz,"Rex, un policía diferente (Serie de TV)",Austria,14190.0,4.2,6
Hajo Gies,"Rex, un policía diferente (Serie de TV)",Austria,14190.0,4.2,6
Udo Witte,"Rex, un policía diferente (Serie de TV)",Austria,14190.0,4.2,6
Detlef Rönfeldt,"Rex, un policía diferente (Serie de TV)",Austria,14190.0,4.2,6
Olaf Kreinsen,"Rex, un policía diferente (Serie de TV)",Austria,14190.0,4.2,6
Pete Ariel,"Rex, un policía diferente (Serie de TV)",Austria,14190.0,4.2,6
Wilhelm Engelhardt,"Rex, un policía diferente (Serie de TV)",Austria,14190.0,4.2,6
Herrmann Zschoche,"Rex, un policía diferente (Serie de TV)",Austria,14190.0,4.2,6
Frank Marshall,¡Viven! ,Estados Unidos,31469.0,6.8,6
Andrew Davis,El fugitivo ,Estados Unidos,74855.0,7.0,6
Clint Eastwood,Un mundo perfecto ,Estados Unidos,34162.0,7.4,6
Tony Scott,Amor a quemarropa ,Estados Unidos,35235.0,7.3,6
Michael Caton-Jones,Vida de este chico ,Estados Unidos,7493.0,6.6,6
Álex de la Iglesia,Acción mutante ,España,19020.0,5.9,6
Robert Redford,El río de la vida ,Estados Unidos,9039.0,6.6,6
Michael Haneke,El vídeo de Benny ,Austria,5038.0,7.2,6
"""Antoni D'Ocón""",Delfy y sus amigos (Serie de TV),España,10745.0,4.5,6
Gábor Csupó,"Rugrats, aventuras en pañales (Serie de TV)",Estados Unidos,26002.0,5.9,6
Arlene Klasky,"Rugrats, aventuras en pañales (Serie de TV)",Estados Unidos,26002.0,5.9,6
Paul Germain,"Rugrats, aventuras en pañales (Serie de TV)",Estados Unidos,26002.0,5.9,6
Jim Duffy,"Rugrats, aventuras en pañales (Serie de TV)",Estados Unidos,26002.0,5.9,6
Rick Bugental,"Rugrats, aventuras en pañales (Serie de TV)",Estados Unidos,26002.0,5.9,6
Steve Socki,"Rugrats, aventuras en pañales (Serie de TV)",Estados Unidos,26002.0,5.9,6
Norton Virgien,"Rugrats, aventuras en pañales (Serie de TV)",Estados Unidos,26002.0,5.9,6
Jeff McGrath,"Rugrats, aventuras en pañales (Serie de TV)",Estados Unidos,26002.0,5.9,6
Howard E. Baker,"Rugrats, aventuras en pañales (Serie de TV)",Estados Unidos,26002.0,5.9,6
Steven Dean Moore,"Rugrats, aventuras en pañales (Serie de TV)",Estados Unidos,26002.0,5.9,6
Igor Kovalyov,"Rugrats, aventuras en pañales (Serie de TV)",Estados Unidos,26002.0,5.9,6
Dan Thompson,"Rugrats, aventuras en pañales (Serie de TV)",Estados Unidos,26002.0,5.9,6
Raymie Muzquiz,"Rugrats, aventuras en pañales (Serie de TV)",Estados Unidos,26002.0,5.9,6
John Holmquist,"Rugrats, aventuras en pañales (Serie de TV)",Estados Unidos,26002.0,5.9,6
Kevin Reynolds,"Robin Hood, príncipe de los ladrones ",Estados Unidos,70595.0,6.5,6
Jon Avnet,Tomates verdes fritos ,Estados Unidos,56096.0,7.4,6
Pedro Almodóvar,Tacones lejanos ,España,15374.0,6.3,6
Alan J. Pakula,Presunto inocente ,Estados Unidos,20331.0,6.7,6
Garry Marshall,Pretty Woman ,Estados Unidos,130028.0,6.3,6
Rob Reiner,Misery ,Estados Unidos,40647.0,7.5,6
Jerry Zucker,Ghost. Más allá del amor ,Estados Unidos,112749.0,6.5,6
Tad Stones,Chip y Chop: Guardianes rescatadores (Serie de TV),Estados Unidos,13915.0,5.7,6
Alan Zaslove,Chip y Chop: Guardianes rescatadores (Serie de TV),Estados Unidos,13915.0,5.7,6
John Kimball,Chip y Chop: Guardianes rescatadores (Serie de TV),Estados Unidos,13915.0,5.7,6
Bob Zamboni,Chip y Chop: Guardianes rescatadores (Serie de TV),Estados Unidos,13915.0,5.7,6
Alan Zaslove,Chip y Chop: Guardianes rescatadores (Serie de TV),Estados Unidos,13915.0,5.7,6
Rick Leon,Chip y Chop: Guardianes rescatadores (Serie de TV),Estados Unidos,13915.0,5.7,6
Robert Zemeckis,Regreso al futuro II ,Estados Unidos,65788.0,7.2,6
Ron Howard,Willow ,Estados Unidos,83047.0,6.8,6
Barry Levinson,Rain Man ,Estados Unidos,88105.0,7.4,6
David Cronenberg,Inseparables ,Canadá,11079.0,7.1,6
Tom Holland,Muñeco diabólico ,Estados Unidos,33018.0,5.4,6
Sam Raimi,Terroríficamente muertos ,Estados Unidos,15151.0,6.8,6
Steven Spielberg,El imperio del sol ,Estados Unidos,28704.0,7.3,6
Bernardo Bertolucci,El último emperador ,Reino Unido,49932.0,7.2,6
John Lasseter,El sueño de Red (C),Estados Unidos,2757.0,5.6,6
John Lasseter,Luxo Jr. (C),Estados Unidos,5297.0,6.3,6
David Cronenberg,La mosca ,Estados Unidos,29759.0,7.0,6
James Cameron,Aliens: El regreso ,Estados Unidos,84459.0,7.4,6
Jim Henson,Dentro del laberinto ,Reino Unido,32360.0,7.2,6
Randal Kleiser,El vuelo del navegante ,Estados Unidos,4247.0,6.2,6
Albert Barillé,Érase una vez... la vida (Serie de TV),Francia,40327.0,7.6,6
Joe Dante,Exploradores ,Estados Unidos,4927.0,5.9,6
Robert Zemeckis,Regreso al futuro ,Estados Unidos,142126.0,7.5,6
Barry Levinson,El secreto de la pirámide ,Estados Unidos,14323.0,6.7,6
Peter Weir,Único testigo ,Estados Unidos,38668.0,6.9,6
Joe Dante,Gremlins ,Estados Unidos,105489.0,6.6,6
John G. Avildsen,"Karate Kid, el momento de la verdad ",Estados Unidos,59957.0,6.1,6
Richard Franklin,Psicosis II: El regreso de Norman ,Estados Unidos,3061.0,5.3,6
John Carpenter,Christine ,Estados Unidos,16826.0,6.2,6
Bruno Bianchi,Inspector Gadget (Serie de TV),Estados Unidos,34855.0,6.0,6
Dave Cox,Inspector Gadget (Serie de TV),Estados Unidos,34855.0,6.0,6
Edouard David,Inspector Gadget (Serie de TV),Estados Unidos,34855.0,6.0,6
Raymond Jafelice,Inspector Gadget (Serie de TV),Estados Unidos,34855.0,6.0,6
Ken Stephenson,Inspector Gadget (Serie de TV),Estados Unidos,34855.0,6.0,6
Richard Attenborough,Gandhi ,Reino Unido,40030.0,7.4,6
Alan J. Pakula,La decisión de Sophie ,Estados Unidos,7405.0,7.2,6
Dianne Jackson,The Snowman ,Reino Unido,460.0,6.9,6
Jimmy T. Murakami,The Snowman ,Reino Unido,460.0,6.9,6
Joe Dante,Aullidos ,Estados Unidos,4490.0,6.0,6
Gerry Chiniquy,Spider-man y sus increibles amigos (Serie de TV),Estados Unidos,1262.0,5.4,6
Steve Clark,Spider-man y sus increibles amigos (Serie de TV),Estados Unidos,1262.0,5.4,6
John Gibbs,Spider-man y sus increibles amigos (Serie de TV),Estados Unidos,1262.0,5.4,6
Sid Marcus,Spider-man y sus increibles amigos (Serie de TV),Estados Unidos,1262.0,5.4,6
Bob Richardson,Spider-man y sus increibles amigos (Serie de TV),Estados Unidos,1262.0,5.4,6
Nelson Skin,Spider-man y sus increibles amigos (Serie de TV),Estados Unidos,1262.0,5.4,6
Arthur Vitello,Spider-man y sus increibles amigos (Serie de TV),Estados Unidos,1262.0,5.4,6
Claudio Biern Boyd,D'Artacán y los tres mosqueperros (Serie de TV),España,31869.0,6.4,6
Luis Ballester Bustos,D'Artacán y los tres mosqueperros (Serie de TV),España,31869.0,6.4,6
Shigeo Koshi,D'Artacán y los tres mosqueperros (Serie de TV),España,31869.0,6.4,6
Hidetaka Saitô,D'Artacán y los tres mosqueperros (Serie de TV),España,31869.0,6.4,6
Taku Sugiyama,D'Artacán y los tres mosqueperros (Serie de TV),España,31869.0,6.4,6
David Cronenberg,Scanners ,Canadá,7696.0,6.3,6
Alan Parker,Fama ,Estados Unidos,19597.0,6.3,6
Brian De Palma,Vestida para matar ,Estados Unidos,7916.0,6.7,6
Pedro Almodóvar,"Pepi, Luci, Bom y otras chicas del montón ",España,13611.0,5.4,6
Andrei Tarkovsky,Stalker ,Unión Soviética (URSS),14419.0,7.9,6
George A. Romero,Zombi ,Estados Unidos,9013.0,6.8,6
Randal Kleiser,Grease ,Estados Unidos,100741.0,7.1,6
Terrence Malick,Días del cielo ,Estados Unidos,8635.0,7.3,6
Philip Kaufman,La invasión de los ultracuerpos ,Estados Unidos,13411.0,7.1,6
David Lynch,Cabeza borradora ,Estados Unidos,19682.0,6.8,6
Woody Allen,Annie Hall ,Estados Unidos,72845.0,8.0,6
John Badham,Fiebre del sábado noche ,Estados Unidos,36580.0,6.4,6
Steven Spielberg,Encuentros en la tercera fase ,Estados Unidos,58839.0,7.3,6
Martin Scorsese,Taxi Driver ,Estados Unidos,119977.0,8.1,6
Yugo Serikawa,Calimero (Serie de TV),Japón,21992.0,4.9,6
Richard Fleischer,Cuando el destino nos alcance ,Estados Unidos,9981.0,6.7,6
Don Taylor,Las aventuras de Tom Sawyer ,Estados Unidos,518.0,5.8,6
Woody Allen,Todo lo que siempre quiso saber sobre el sexo y nunca se atrevió a preguntar ,Estados Unidos,19128.0,6.8,6
Luis Buñuel,El discreto encanto de la burguesía ,Francia,9733.0,7.5,6
Douglas Trumbull,Naves misteriosas ,Estados Unidos,4443.0,6.2,6
Dalton Trumbo,Johnny cogió su fusil ,Estados Unidos,17567.0,7.7,6
Steven Spielberg,El diablo sobre ruedas (TV),Estados Unidos,24931.0,7.3,6
Joe Ruby,Scooby-Doo (Serie de TV),Estados Unidos,26858.0,5.9,6
Ken Spears,Scooby-Doo (Serie de TV),Estados Unidos,26858.0,5.9,6
Iwao Takamoto,Scooby-Doo (Serie de TV),Estados Unidos,26858.0,5.9,6
William Hanna,Scooby-Doo (Serie de TV),Estados Unidos,26858.0,5.9,6
Joseph Barbera,Scooby-Doo (Serie de TV),Estados Unidos,26858.0,5.9,6
Carol Reed,Oliver ,Reino Unido,5417.0,7.2,6
Michelangelo Antonioni,Blow-Up (Deseo de una mañana de verano) ,Reino Unido,14290.0,7.0,6
Roman Polanski,Repulsión ,Reino Unido,12169.0,7.5,6
David Lean,Doctor Zhivago ,Estados Unidos,36319.0,7.9,6
Alfred Hitchcock,"Marnie, la ladrona ",Estados Unidos,16499.0,7.4,6
Jindrich Polák,IKARIE XB 1 (Viaje al fin del universo) ,Checoslovaquia,1132.0,6.5,6
Joseph Losey,El sirviente ,Reino Unido,5692.0,7.6,6
Luis García Berlanga,El verdugo ,España,40987.0,8.2,6
Masaki Kobayashi,Harakiri ,Japón,13109.0,8.5,6
