generos,titulo,votos,votacion,nota
Distopía,Blade Runner ,136125.0,8.1,10
Robots,Blade Runner ,136125.0,8.1,10
Película de culto,Blade Runner ,136125.0,8.1,10
Drama,El hombre elefante ,42610.0,8.1,10
Biográfico,El hombre elefante ,42610.0,8.1,10
Enfermedad,El hombre elefante ,42610.0,8.1,10
Discapacidad,El hombre elefante ,42610.0,8.1,10
Siglo XIX,El hombre elefante ,42610.0,8.1,10
Película de culto,El hombre elefante ,42610.0,8.1,10
Ciencia ficción,2001: Una odisea del espacio ,114863.0,7.8,10
Aventura espacial,2001: Una odisea del espacio ,114863.0,7.8,10
Internet / Informática,2001: Una odisea del espacio ,114863.0,7.8,10
Película de culto,2001: Una odisea del espacio ,114863.0,7.8,10
Drama,Matar a un ruiseñor ,48608.0,8.3,10
Drama judicial / Abogados/as,Matar a un ruiseñor ,48608.0,8.3,10
Drama sureño,Matar a un ruiseñor ,48608.0,8.3,10
Racismo,Matar a un ruiseñor ,48608.0,8.3,10
Infancia,Matar a un ruiseñor ,48608.0,8.3,10
Vida rural (Norteamérica),Matar a un ruiseñor ,48608.0,8.3,10
Terror,Psicosis ,108789.0,8.4,10
Intriga,Psicosis ,108789.0,8.4,10
Thriller,Psicosis ,108789.0,8.4,10
Asesinos en serie,Psicosis ,108789.0,8.4,10
Slasher,Psicosis ,108789.0,8.4,10
Thriller psicológico,Psicosis ,108789.0,8.4,10
Película de culto,Psicosis ,108789.0,8.4,10
Bélico,Senderos de gloria ,55924.0,8.4,10
Drama,Senderos de gloria ,55924.0,8.4,10
I Guerra Mundial,Senderos de gloria ,55924.0,8.4,10
Ejército,Senderos de gloria ,55924.0,8.4,10
Película de culto,Senderos de gloria ,55924.0,8.4,10
Drama,Doce hombres sin piedad ,70179.0,8.7,10
Intriga,Doce hombres sin piedad ,70179.0,8.7,10
Drama judicial / Abogados/as,Doce hombres sin piedad ,70179.0,8.7,10
Intriga,La noche del cazador ,31360.0,8.1,10
Drama,La noche del cazador ,31360.0,8.1,10
Cine negro,La noche del cazador ,31360.0,8.1,10
Thriller,La noche del cazador ,31360.0,8.1,10
Vida rural (Norteamérica),La noche del cazador ,31360.0,8.1,10
Drama sureño,La noche del cazador ,31360.0,8.1,10
Infancia,La noche del cazador ,31360.0,8.1,10
Drama,La parada de los monstruos ,23211.0,8.2,10
Terror,La parada de los monstruos ,23211.0,8.2,10
Discapacidad,La parada de los monstruos ,23211.0,8.2,10
Circo,La parada de los monstruos ,23211.0,8.2,10
Película de culto,La parada de los monstruos ,23211.0,8.2,10
Comedia,Luces de la ciudad ,32742.0,8.6,10
Romance,Luces de la ciudad ,32742.0,8.6,10
Cine mudo,Luces de la ciudad ,32742.0,8.6,10
Pobreza,Luces de la ciudad ,32742.0,8.6,10
Comedia romántica,Luces de la ciudad ,32742.0,8.6,10
Comedia dramática,Luces de la ciudad ,32742.0,8.6,10
Discapacidad,Luces de la ciudad ,32742.0,8.6,10
Discapacidad visual,Luces de la ciudad ,32742.0,8.6,10
Serie de TV,The Last of Us (Serie de TV),14818.0,7.8,9
Terror,The Last of Us (Serie de TV),14818.0,7.8,9
Drama,The Last of Us (Serie de TV),14818.0,7.8,9
Ciencia ficción,The Last of Us (Serie de TV),14818.0,7.8,9
Thriller,The Last of Us (Serie de TV),14818.0,7.8,9
Acción,The Last of Us (Serie de TV),14818.0,7.8,9
Futuro postapocalíptico,The Last of Us (Serie de TV),14818.0,7.8,9
Pandemias,The Last of Us (Serie de TV),14818.0,7.8,9
Videojuego,The Last of Us (Serie de TV),14818.0,7.8,9
Serie de TV,Stranger Things 4 (Serie de TV),13130.0,7.5,9
Fantástico,Stranger Things 4 (Serie de TV),13130.0,7.5,9
Aventuras,Stranger Things 4 (Serie de TV),13130.0,7.5,9
Secuela,Stranger Things 4 (Serie de TV),13130.0,7.5,9
Años 80,Stranger Things 4 (Serie de TV),13130.0,7.5,9
Monstruos,Stranger Things 4 (Serie de TV),13130.0,7.5,9
Serie de TV,30 monedas (Serie de TV),13185.0,6.3,9
Thriller,30 monedas (Serie de TV),13185.0,6.3,9
Fantástico,30 monedas (Serie de TV),13185.0,6.3,9
Terror,30 monedas (Serie de TV),13185.0,6.3,9
Sobrenatural,30 monedas (Serie de TV),13185.0,6.3,9
Religión,30 monedas (Serie de TV),13185.0,6.3,9
Documental,¿Qué co#o está pasando? ,973.0,6.8,9
Feminismo,¿Qué co#o está pasando? ,973.0,6.8,9
Entrevista,¿Qué co#o está pasando? ,973.0,6.8,9
Serie de TV,Stranger Things 2 (Serie de TV),32696.0,7.4,9
Thriller,Stranger Things 2 (Serie de TV),32696.0,7.4,9
Terror,Stranger Things 2 (Serie de TV),32696.0,7.4,9
Fantástico,Stranger Things 2 (Serie de TV),32696.0,7.4,9
Drama,Stranger Things 2 (Serie de TV),32696.0,7.4,9
Sobrenatural,Stranger Things 2 (Serie de TV),32696.0,7.4,9
Años 80,Stranger Things 2 (Serie de TV),32696.0,7.4,9
Secuela,Stranger Things 2 (Serie de TV),32696.0,7.4,9
Terror,El infinito ,5726.0,5.6,9
Ciencia ficción,El infinito ,5726.0,5.6,9
Thriller,El infinito ,5726.0,5.6,9
Bucles temporales,El infinito ,5726.0,5.6,9
Sectas,El infinito ,5726.0,5.6,9
Cine independiente USA,El infinito ,5726.0,5.6,9
Animación,Happiness (C),1535.0,7.2,9
Drama,Happiness (C),1535.0,7.2,9
Sátira,Happiness (C),1535.0,7.2,9
Animación para adultos,Happiness (C),1535.0,7.2,9
Roedores,Happiness (C),1535.0,7.2,9
Cortometraje (animación),Happiness (C),1535.0,7.2,9
Intriga,Déjame salir ,46362.0,6.8,9
Terror,Déjame salir ,46362.0,6.8,9
Thriller,Déjame salir ,46362.0,6.8,9
Thriller psicológico,Déjame salir ,46362.0,6.8,9
Comedia negra,Déjame salir ,46362.0,6.8,9
Racismo,Déjame salir ,46362.0,6.8,9
Familia,Déjame salir ,46362.0,6.8,9
Animación,Coco ,52789.0,8.0,9
Fantástico,Coco ,52789.0,8.0,9
Comedia,Coco ,52789.0,8.0,9
Drama,Coco ,52789.0,8.0,9
Pixar,Coco ,52789.0,8.0,9
Familia,Coco ,52789.0,8.0,9
Música,Coco ,52789.0,8.0,9
Cine familiar,Coco ,52789.0,8.0,9
Serie de TV,Stranger Things (Serie de TV),62495.0,7.8,9
Thriller,Stranger Things (Serie de TV),62495.0,7.8,9
Terror,Stranger Things (Serie de TV),62495.0,7.8,9
Fantástico,Stranger Things (Serie de TV),62495.0,7.8,9
Drama,Stranger Things (Serie de TV),62495.0,7.8,9
Sobrenatural,Stranger Things (Serie de TV),62495.0,7.8,9
Secuestros / Desapariciones,Stranger Things (Serie de TV),62495.0,7.8,9
Años 80,Stranger Things (Serie de TV),62495.0,7.8,9
Monstruos,Stranger Things (Serie de TV),62495.0,7.8,9
Animación,World of Tomorrow (C),1441.0,7.2,9
Ciencia ficción,World of Tomorrow (C),1441.0,7.2,9
Comedia,World of Tomorrow (C),1441.0,7.2,9
Fantástico,World of Tomorrow (C),1441.0,7.2,9
Viajes en el tiempo,World of Tomorrow (C),1441.0,7.2,9
Cortometraje (animación),World of Tomorrow (C),1441.0,7.2,9
Ciencia ficción,Ex Machina ,52678.0,7.1,9
Thriller,Ex Machina ,52678.0,7.1,9
Drama,Ex Machina ,52678.0,7.1,9
Robots,Ex Machina ,52678.0,7.1,9
Thriller psicológico,Ex Machina ,52678.0,7.1,9
Inteligencia artificial,Ex Machina ,52678.0,7.1,9
Ciencia ficción,Interstellar ,101097.0,7.9,9
Drama,Interstellar ,101097.0,7.9,9
Aventuras,Interstellar ,101097.0,7.9,9
Aventura espacial,Interstellar ,101097.0,7.9,9
Futuro postapocalíptico,Interstellar ,101097.0,7.9,9
Viajes en el tiempo,Interstellar ,101097.0,7.9,9
Robots,Interstellar ,101097.0,7.9,9
Terror,It Follows ,25499.0,6.3,9
Sobrenatural,It Follows ,25499.0,6.3,9
Adolescencia,It Follows ,25499.0,6.3,9
Comedia,La gran belleza ,36800.0,7.4,9
Drama,La gran belleza ,36800.0,7.4,9
Comedia dramática,La gran belleza ,36800.0,7.4,9
Literatura,La gran belleza ,36800.0,7.4,9
Vejez / Madurez,La gran belleza ,36800.0,7.4,9
Intriga,Stoker ,27159.0,6.6,9
Thriller,Stoker ,27159.0,6.6,9
Thriller psicológico,Stoker ,27159.0,6.6,9
Drama psicológico,Stoker ,27159.0,6.6,9
Familia,Stoker ,27159.0,6.6,9
Serie de TV,Rick y Morty (Serie de TV),30732.0,8.3,9
Animación,Rick y Morty (Serie de TV),30732.0,8.3,9
Ciencia ficción,Rick y Morty (Serie de TV),30732.0,8.3,9
Comedia,Rick y Morty (Serie de TV),30732.0,8.3,9
Parodia,Rick y Morty (Serie de TV),30732.0,8.3,9
Surrealismo,Rick y Morty (Serie de TV),30732.0,8.3,9
Animación para adultos,Rick y Morty (Serie de TV),30732.0,8.3,9
Comedia negra,Rick y Morty (Serie de TV),30732.0,8.3,9
Ciencia ficción,Her ,77359.0,7.5,9
Romance,Her ,77359.0,7.5,9
Drama,Her ,77359.0,7.5,9
Drama romántico,Her ,77359.0,7.5,9
Comedia dramática,Her ,77359.0,7.5,9
Internet / Informática,Her ,77359.0,7.5,9
Inteligencia artificial,Her ,77359.0,7.5,9
Animación,El cuento de la princesa Kaguya ,9035.0,7.6,9
Fantástico,El cuento de la princesa Kaguya ,9035.0,7.6,9
Drama,El cuento de la princesa Kaguya ,9035.0,7.6,9
Cuentos,El cuento de la princesa Kaguya ,9035.0,7.6,9
Siglo IX,El cuento de la princesa Kaguya ,9035.0,7.6,9
Intriga,Coherence ,33886.0,7.1,9
Thriller,Coherence ,33886.0,7.1,9
Ciencia ficción,Coherence ,33886.0,7.1,9
Thriller psicológico,Coherence ,33886.0,7.1,9
Cine independiente USA,Coherence ,33886.0,7.1,9
Animación,It's Such a Beautiful Day (C),1368.0,7.5,9
Drama,It's Such a Beautiful Day (C),1368.0,7.5,9
Enfermedad,It's Such a Beautiful Day (C),1368.0,7.5,9
Animación para adultos,It's Such a Beautiful Day (C),1368.0,7.5,9
Cortometraje (animación),It's Such a Beautiful Day (C),1368.0,7.5,9
Secuela,It's Such a Beautiful Day (C),1368.0,7.5,9
Thriller,Shutter Island ,125011.0,7.6,9
Intriga,Shutter Island ,125011.0,7.6,9
Thriller psicológico,Shutter Island ,125011.0,7.6,9
Años 50,Shutter Island ,125011.0,7.6,9
Drama,Cisne negro ,116245.0,7.6,9
Ballet,Cisne negro ,116245.0,7.6,9
Drama psicológico,Cisne negro ,116245.0,7.6,9
Thriller psicológico,Cisne negro ,116245.0,7.6,9
Animación,El evangelio de Backwater (C),1424.0,7.0,9
Fantástico,El evangelio de Backwater (C),1424.0,7.0,9
Western,El evangelio de Backwater (C),1424.0,7.0,9
Religión,El evangelio de Backwater (C),1424.0,7.0,9
Animación para adultos,El evangelio de Backwater (C),1424.0,7.0,9
Cortometraje (animación),El evangelio de Backwater (C),1424.0,7.0,9
Ciencia ficción,Origen ,156576.0,8.0,9
Thriller,Origen ,156576.0,8.0,9
Intriga,Origen ,156576.0,8.0,9
Acción,Origen ,156576.0,8.0,9
Thriller futurista,Origen ,156576.0,8.0,9
Robos & Atracos,Origen ,156576.0,8.0,9
Ciencia ficción,Moon ,52864.0,7.1,9
Intriga,Moon ,52864.0,7.1,9
Aventura espacial,Moon ,52864.0,7.1,9
Distopía,Moon ,52864.0,7.1,9
Drama,Slumdog Millionaire ,136598.0,7.7,9
Romance,Slumdog Millionaire ,136598.0,7.7,9
Pobreza,Slumdog Millionaire ,136598.0,7.7,9
Años 90,Slumdog Millionaire ,136598.0,7.7,9
Infancia,Slumdog Millionaire ,136598.0,7.7,9
Amistad,Slumdog Millionaire ,136598.0,7.7,9
Drama,Gran Torino ,146335.0,8.2,9
Vejez / Madurez,Gran Torino ,146335.0,8.2,9
Inmigración,Gran Torino ,146335.0,8.2,9
Racismo,Gran Torino ,146335.0,8.2,9
Amistad,Gran Torino ,146335.0,8.2,9
Animación,I Am So Proud of You (C),1087.0,7.3,9
Drama,I Am So Proud of You (C),1087.0,7.3,9
Comedia negra,I Am So Proud of You (C),1087.0,7.3,9
Animación para adultos,I Am So Proud of You (C),1087.0,7.3,9
Secuela,I Am So Proud of You (C),1087.0,7.3,9
Cortometraje (animación),I Am So Proud of You (C),1087.0,7.3,9
Animación,Ratatouille ,99514.0,7.3,9
Comedia,Ratatouille ,99514.0,7.3,9
Infantil,Ratatouille ,99514.0,7.3,9
Cocina,Ratatouille ,99514.0,7.3,9
Roedores,Ratatouille ,99514.0,7.3,9
Pixar,Ratatouille ,99514.0,7.3,9
Cine familiar,Ratatouille ,99514.0,7.3,9
Drama,La vida de los otros ,75445.0,8.0,9
Thriller,La vida de los otros ,75445.0,8.0,9
Espionaje,La vida de los otros ,75445.0,8.0,9
Guerra Fría,La vida de los otros ,75445.0,8.0,9
Años 80,La vida de los otros ,75445.0,8.0,9
Animación,Everything Will Be Ok (C),2063.0,7.0,9
Comedia,Everything Will Be Ok (C),2063.0,7.0,9
Drama,Everything Will Be Ok (C),2063.0,7.0,9
Comedia negra,Everything Will Be Ok (C),2063.0,7.0,9
Comedia absurda,Everything Will Be Ok (C),2063.0,7.0,9
Surrealismo,Everything Will Be Ok (C),2063.0,7.0,9
Animación para adultos,Everything Will Be Ok (C),2063.0,7.0,9
Película de culto,Everything Will Be Ok (C),2063.0,7.0,9
Cortometraje (animación),Everything Will Be Ok (C),2063.0,7.0,9
Drama,Match Point ,120694.0,7.7,9
Romance,Match Point ,120694.0,7.7,9
Tenis,Match Point ,120694.0,7.7,9
Drama romántico,Match Point ,120694.0,7.7,9
Drama,¡Olvídate de mí! ,104272.0,7.6,9
Romance,¡Olvídate de mí! ,104272.0,7.6,9
Comedia,¡Olvídate de mí! ,104272.0,7.6,9
Ciencia ficción,¡Olvídate de mí! ,104272.0,7.6,9
Cine independiente USA,¡Olvídate de mí! ,104272.0,7.6,9
Comedia dramática,¡Olvídate de mí! ,104272.0,7.6,9
Película de culto,¡Olvídate de mí! ,104272.0,7.6,9
Drama,Dogville ,68434.0,7.5,9
Thriller,Dogville ,68434.0,7.5,9
Drama psicológico,Dogville ,68434.0,7.5,9
Años 30,Dogville ,68434.0,7.5,9
Vida rural (Norteamérica),Dogville ,68434.0,7.5,9
Película de culto,Dogville ,68434.0,7.5,9
Drama,Big Fish ,130984.0,7.9,9
Fantástico,Big Fish ,130984.0,7.9,9
Aventuras,Big Fish ,130984.0,7.9,9
Familia,Big Fish ,130984.0,7.9,9
Realismo mágico,Big Fish ,130984.0,7.9,9
Años 80,Big Fish ,130984.0,7.9,9
Serie de TV,The Wire (Bajo escucha) (Serie de TV),48467.0,8.8,9
Thriller,The Wire (Bajo escucha) (Serie de TV),48467.0,8.8,9
Drama,The Wire (Bajo escucha) (Serie de TV),48467.0,8.8,9
Crimen,The Wire (Bajo escucha) (Serie de TV),48467.0,8.8,9
Policíaco,The Wire (Bajo escucha) (Serie de TV),48467.0,8.8,9
Drogas,The Wire (Bajo escucha) (Serie de TV),48467.0,8.8,9
Política,The Wire (Bajo escucha) (Serie de TV),48467.0,8.8,9
Drama,Ciudad de Dios ,127594.0,8.4,9
Basado en hechos reales,Ciudad de Dios ,127594.0,8.4,9
Adolescencia,Ciudad de Dios ,127594.0,8.4,9
Pobreza,Ciudad de Dios ,127594.0,8.4,9
Crimen,Ciudad de Dios ,127594.0,8.4,9
Años 60,Ciudad de Dios ,127594.0,8.4,9
Años 70,Ciudad de Dios ,127594.0,8.4,9
Años 80,Ciudad de Dios ,127594.0,8.4,9
Drogas,Ciudad de Dios ,127594.0,8.4,9
Película de culto,Ciudad de Dios ,127594.0,8.4,9
Bandas/pandillas callejeras,Ciudad de Dios ,127594.0,8.4,9
Animación,Shrek ,155549.0,7.7,9
Comedia,Shrek ,155549.0,7.7,9
Fantástico,Shrek ,155549.0,7.7,9
Aventuras,Shrek ,155549.0,7.7,9
Parodia,Shrek ,155549.0,7.7,9
Cuentos,Shrek ,155549.0,7.7,9
Fantasía medieval,Shrek ,155549.0,7.7,9
Dragones,Shrek ,155549.0,7.7,9
Fantástico,Donnie Darko ,80470.0,7.4,9
Ciencia ficción,Donnie Darko ,80470.0,7.4,9
Intriga,Donnie Darko ,80470.0,7.4,9
Drama psicológico,Donnie Darko ,80470.0,7.4,9
Años 80,Donnie Darko ,80470.0,7.4,9
Película de culto,Donnie Darko ,80470.0,7.4,9
Cine independiente USA,Donnie Darko ,80470.0,7.4,9
Drama,Réquiem por un sueño ,121368.0,7.8,9
Drogas,Réquiem por un sueño ,121368.0,7.8,9
Prostitución,Réquiem por un sueño ,121368.0,7.8,9
Película de culto,Réquiem por un sueño ,121368.0,7.8,9
Cine independiente USA,Réquiem por un sueño ,121368.0,7.8,9
Drama,Todo sobre mi madre ,76513.0,7.1,9
Melodrama,Todo sobre mi madre ,76513.0,7.1,9
Teatro,Todo sobre mi madre ,76513.0,7.1,9
Drama social,Todo sobre mi madre ,76513.0,7.1,9
Maternidad,Todo sobre mi madre ,76513.0,7.1,9
Drama,American Beauty ,170506.0,7.9,9
Comedia,American Beauty ,170506.0,7.9,9
Comedia dramática,American Beauty ,170506.0,7.9,9
Familia,American Beauty ,170506.0,7.9,9
Sátira,American Beauty ,170506.0,7.9,9
Película de culto,American Beauty ,170506.0,7.9,9
Drama,El club de la lucha ,186749.0,8.1,9
Thriller,El club de la lucha ,186749.0,8.1,9
Sátira,El club de la lucha ,186749.0,8.1,9
Drama psicológico,El club de la lucha ,186749.0,8.1,9
Película de culto,El club de la lucha ,186749.0,8.1,9
Comedia negra,El club de la lucha ,186749.0,8.1,9
Terror,El sexto sentido ,162349.0,7.6,9
Intriga,El sexto sentido ,162349.0,7.6,9
Drama,El sexto sentido ,162349.0,7.6,9
Sobrenatural,El sexto sentido ,162349.0,7.6,9
Fantasmas,El sexto sentido ,162349.0,7.6,9
Película de culto,El sexto sentido ,162349.0,7.6,9
Drama,Eyes Wide Shut ,63630.0,6.8,9
Intriga,Eyes Wide Shut ,63630.0,6.8,9
Sectas,Eyes Wide Shut ,63630.0,6.8,9
Erótico,Eyes Wide Shut ,63630.0,6.8,9
Película de culto,Eyes Wide Shut ,63630.0,6.8,9
Drama,American History X ,152158.0,8.3,9
Racismo,American History X ,152158.0,8.3,9
Drama carcelario,American History X ,152158.0,8.3,9
Nazismo,American History X ,152158.0,8.3,9
Drama social,American History X ,152158.0,8.3,9
Bandas/pandillas callejeras,American History X ,152158.0,8.3,9
Película de culto,American History X ,152158.0,8.3,9
Cine negro,L.A. Confidential ,78370.0,7.7,9
Intriga,L.A. Confidential ,78370.0,7.7,9
Crimen,L.A. Confidential ,78370.0,7.7,9
Años 50,L.A. Confidential ,78370.0,7.7,9
Neo-noir,L.A. Confidential ,78370.0,7.7,9
Policíaco,L.A. Confidential ,78370.0,7.7,9
Ciencia ficción,12 monos ,119254.0,7.4,9
Fantástico,12 monos ,119254.0,7.4,9
Intriga,12 monos ,119254.0,7.4,9
Futuro postapocalíptico,12 monos ,119254.0,7.4,9
Pandemias,12 monos ,119254.0,7.4,9
Distopía,12 monos ,119254.0,7.4,9
Viajes en el tiempo,12 monos ,119254.0,7.4,9
Película de culto,12 monos ,119254.0,7.4,9
Remake,12 monos ,119254.0,7.4,9
Drama,Cadena perpetua ,168504.0,8.6,9
Drama carcelario,Cadena perpetua ,168504.0,8.6,9
Amistad,Cadena perpetua ,168504.0,8.6,9
Años 40,Cadena perpetua ,168504.0,8.6,9
Años 50,Cadena perpetua ,168504.0,8.6,9
Película de culto,Cadena perpetua ,168504.0,8.6,9
Comedia,Forrest Gump ,201637.0,8.2,9
Drama,Forrest Gump ,201637.0,8.2,9
Romance,Forrest Gump ,201637.0,8.2,9
Años 60,Forrest Gump ,201637.0,8.2,9
Años 70,Forrest Gump ,201637.0,8.2,9
Discapacidad,Forrest Gump ,201637.0,8.2,9
Comedia dramática,Forrest Gump ,201637.0,8.2,9
Película de culto,Forrest Gump ,201637.0,8.2,9
Guerra de Vietnam,Forrest Gump ,201637.0,8.2,9
Nochevieja / Año nuevo,Forrest Gump ,201637.0,8.2,9
Ping-pong,Forrest Gump ,201637.0,8.2,9
Thriller,La muerte y la doncella ,10208.0,7.3,9
Drama,La muerte y la doncella ,10208.0,7.3,9
Thriller psicológico,La muerte y la doncella ,10208.0,7.3,9
Secuestros / Desapariciones,La muerte y la doncella ,10208.0,7.3,9
Venganza,La muerte y la doncella ,10208.0,7.3,9
Terror,En la boca del miedo ,10456.0,6.6,9
Fantástico,En la boca del miedo ,10456.0,6.6,9
Literatura,En la boca del miedo ,10456.0,6.6,9
Drama,Thelma & Louise ,42382.0,7.2,9
Road Movie,Thelma & Louise ,42382.0,7.2,9
Crimen,Thelma & Louise ,42382.0,7.2,9
Amistad,Thelma & Louise ,42382.0,7.2,9
Feminismo,Thelma & Louise ,42382.0,7.2,9
Thriller,El silencio de los corderos ,174287.0,8.2,9
Intriga,El silencio de los corderos ,174287.0,8.2,9
Crimen,El silencio de los corderos ,174287.0,8.2,9
Thriller psicológico,El silencio de los corderos ,174287.0,8.2,9
Policíaco,El silencio de los corderos ,174287.0,8.2,9
Película de culto,El silencio de los corderos ,174287.0,8.2,9
Asesinos en serie,El silencio de los corderos ,174287.0,8.2,9
Secuestros / Desapariciones,El silencio de los corderos ,174287.0,8.2,9
Serie de TV,Los Simpson (Serie de TV),171507.0,8.6,9
Animación,Los Simpson (Serie de TV),171507.0,8.6,9
Comedia,Los Simpson (Serie de TV),171507.0,8.6,9
Familia,Los Simpson (Serie de TV),171507.0,8.6,9
Sátira,Los Simpson (Serie de TV),171507.0,8.6,9
Los Simpson,Los Simpson (Serie de TV),171507.0,8.6,9
Drama,Cinema Paradiso ,92235.0,8.3,9
Comedia,Cinema Paradiso ,92235.0,8.3,9
Melodrama,Cinema Paradiso ,92235.0,8.3,9
Cine dentro del cine,Cinema Paradiso ,92235.0,8.3,9
Animación,La tumba de las luciérnagas ,40553.0,8.0,9
Drama,La tumba de las luciérnagas ,40553.0,8.0,9
Bélico,La tumba de las luciérnagas ,40553.0,8.0,9
II Guerra Mundial,La tumba de las luciérnagas ,40553.0,8.0,9
Infancia,La tumba de las luciérnagas ,40553.0,8.0,9
Familia,La tumba de las luciérnagas ,40553.0,8.0,9
Animación para adultos,La tumba de las luciérnagas ,40553.0,8.0,9
Película de culto,La tumba de las luciérnagas ,40553.0,8.0,9
Comedia,Mujeres al borde de un ataque de nervios ,50871.0,7.0,9
Drama,Mujeres al borde de un ataque de nervios ,50871.0,7.0,9
Comedia negra,Mujeres al borde de un ataque de nervios ,50871.0,7.0,9
Historias cruzadas,Mujeres al borde de un ataque de nervios ,50871.0,7.0,9
Drama,Érase una vez en América ,57469.0,8.3,9
Mafia,Érase una vez en América ,57469.0,8.3,9
Crimen,Érase una vez en América ,57469.0,8.3,9
Amistad,Érase una vez en América ,57469.0,8.3,9
Años 20,Érase una vez en América ,57469.0,8.3,9
Años 30,Érase una vez en América ,57469.0,8.3,9
Años 60,Érase una vez en América ,57469.0,8.3,9
Animación,Vincent (C),20065.0,7.6,9
Comedia,Vincent (C),20065.0,7.6,9
Ciencia ficción,Vincent (C),20065.0,7.6,9
Fantástico,Vincent (C),20065.0,7.6,9
Stop Motion,Vincent (C),20065.0,7.6,9
Película de culto,Vincent (C),20065.0,7.6,9
Cortometraje (animación),Vincent (C),20065.0,7.6,9
Terror,El resplandor ,147746.0,8.2,9
Sobrenatural,El resplandor ,147746.0,8.2,9
Casas encantadas,El resplandor ,147746.0,8.2,9
Fantasmas,El resplandor ,147746.0,8.2,9
Drama psicológico,El resplandor ,147746.0,8.2,9
Película de culto,El resplandor ,147746.0,8.2,9
Terror,La niebla ,8395.0,6.2,9
Fantástico,La niebla ,8395.0,6.2,9
Sobrenatural,La niebla ,8395.0,6.2,9
Fantasmas,La niebla ,8395.0,6.2,9
Venganza,La niebla ,8395.0,6.2,9
Bélico,Apocalypse Now ,107140.0,8.2,9
Drama,Apocalypse Now ,107140.0,8.2,9
Guerra de Vietnam,Apocalypse Now ,107140.0,8.2,9
Película de culto,Apocalypse Now ,107140.0,8.2,9
Drama,Fuga de Alcatraz ,34141.0,7.6,9
Acción,Fuga de Alcatraz ,34141.0,7.6,9
Basado en hechos reales,Fuga de Alcatraz ,34141.0,7.6,9
Drama carcelario,Fuga de Alcatraz ,34141.0,7.6,9
Años 60,Fuga de Alcatraz ,34141.0,7.6,9
Drama,El cazador ,49808.0,8.0,9
Bélico,El cazador ,49808.0,8.0,9
Guerra de Vietnam,El cazador ,49808.0,8.0,9
Amistad,El cazador ,49808.0,8.0,9
Caza,El cazador ,49808.0,8.0,9
Terror,El quimérico inquilino ,13806.0,7.5,9
Thriller,El quimérico inquilino ,13806.0,7.5,9
Thriller psicológico,El quimérico inquilino ,13806.0,7.5,9
Drama psicológico,El quimérico inquilino ,13806.0,7.5,9
Película de culto,El quimérico inquilino ,13806.0,7.5,9
Terror,Tiburón ,121946.0,7.1,9
Drama,Tiburón ,121946.0,7.1,9
Animales,Tiburón ,121946.0,7.1,9
Tiburones,Tiburón ,121946.0,7.1,9
Película de culto,Tiburón ,121946.0,7.1,9
Aventuras,Dersu Uzala (El cazador) ,32992.0,8.3,9
Drama,Dersu Uzala (El cazador) ,32992.0,8.3,9
Años 1900 (circa),Dersu Uzala (El cazador) ,32992.0,8.3,9
Amistad,Dersu Uzala (El cazador) ,32992.0,8.3,9
Basado en hechos reales,Dersu Uzala (El cazador) ,32992.0,8.3,9
Caza,Dersu Uzala (El cazador) ,32992.0,8.3,9
Comedia,Primera plana ,25474.0,8.1,9
Sátira,Primera plana ,25474.0,8.1,9
Periodismo,Primera plana ,25474.0,8.1,9
Años 20,Primera plana ,25474.0,8.1,9
Remake,Primera plana ,25474.0,8.1,9
Drama,El padrino. Parte II ,138773.0,8.9,9
Mafia,El padrino. Parte II ,138773.0,8.9,9
Crimen,El padrino. Parte II ,138773.0,8.9,9
Familia,El padrino. Parte II ,138773.0,8.9,9
Años 1910-1919,El padrino. Parte II ,138773.0,8.9,9
Años 20,El padrino. Parte II ,138773.0,8.9,9
Años 50,El padrino. Parte II ,138773.0,8.9,9
Secuela,El padrino. Parte II ,138773.0,8.9,9
Precuela,El padrino. Parte II ,138773.0,8.9,9
Nochevieja / Año nuevo,El padrino. Parte II ,138773.0,8.9,9
Cine negro,Chinatown ,46614.0,7.9,9
Intriga,Chinatown ,46614.0,7.9,9
Drama,Chinatown ,46614.0,7.9,9
Neo-noir,Chinatown ,46614.0,7.9,9
Crimen,Chinatown ,46614.0,7.9,9
Años 30,Chinatown ,46614.0,7.9,9
Drama,El padrino ,173966.0,9.0,9
Mafia,El padrino ,173966.0,9.0,9
Crimen,El padrino ,173966.0,9.0,9
Años 40,El padrino ,173966.0,9.0,9
Años 50,El padrino ,173966.0,9.0,9
Familia,El padrino ,173966.0,9.0,9
Película de culto,El padrino ,173966.0,9.0,9
Drama,La naranja mecánica ,168088.0,8.2,9
Crimen,La naranja mecánica ,168088.0,8.2,9
Distopía,La naranja mecánica ,168088.0,8.2,9
Thriller futurista,La naranja mecánica ,168088.0,8.2,9
Thriller psicológico,La naranja mecánica ,168088.0,8.2,9
Película de culto,La naranja mecánica ,168088.0,8.2,9
Bandas/pandillas callejeras,La naranja mecánica ,168088.0,8.2,9
Ciencia ficción,El planeta de los simios ,57106.0,7.5,9
Aventuras,El planeta de los simios ,57106.0,7.5,9
Aventura espacial,El planeta de los simios ,57106.0,7.5,9
Simios,El planeta de los simios ,57106.0,7.5,9
Película de culto,El planeta de los simios ,57106.0,7.5,9
Futuro postapocalíptico,El planeta de los simios ,57106.0,7.5,9
