productores,titulo,votos,votacion,nota
New Line Cinema,Sexo en Nueva York: La película ,17139.0,5.3,4
HBO,Sexo en Nueva York: La película ,17139.0,5.3,4
Darren Star Productions,Sexo en Nueva York: La película ,17139.0,5.3,4
Lionsgate,Saw V ,24637.0,5.4,4
Twisted Pictures,Saw V ,24637.0,5.4,4
James Wan,Saw V ,24637.0,5.4,4
Universal Pictures,Mamma Mia! La película ,38628.0,5.8,4
Littlestar Productions,Mamma Mia! La película ,38628.0,5.8,4
Playtone,Mamma Mia! La película ,38628.0,5.8,4
20th Century Fox,Algo pasa en Las Vegas ,19127.0,5.2,4
Regency Enterprises,Algo pasa en Las Vegas ,19127.0,5.2,4
Someone At The Door Productions,The Facts in the Case of Mister Hollow (C),395.0,6.1,4
Dimension Films,La niebla ,34750.0,6.4,4
Darkwoods Productions,La niebla ,34750.0,6.4,4
Rodar y Rodar,El orfanato ,94898.0,6.7,4
Guillermo del Toro,El orfanato ,94898.0,6.7,4
Belén Atienza,El orfanato ,94898.0,6.7,4
Sandra Hermida,El orfanato ,94898.0,6.7,4
Walt Disney Pictures,Encantada: La historia de Giselle ,18355.0,5.6,4
DreamWorks Animation,Shreketefeliz Navidad (La Navidad Con Shrek) (TV),4812.0,5.0,4
Columbia Pictures,Spider-Man 3 ,73590.0,5.4,4
Marvel Studios,Spider-Man 3 ,73590.0,5.4,4
Laura Ziskin Productions,Spider-Man 3 ,73590.0,5.4,4
Walden Media,Un puente hacia Terabithia ,15958.0,6.3,4
Hal Lieberman Company,Un puente hacia Terabithia ,15958.0,6.3,4
Lauren Levine Productions Inc.,Un puente hacia Terabithia ,15958.0,6.3,4
DreamWorks SKG,Sweeney Todd: El barbero diabólico de la calle Fleet ,68120.0,6.8,4
Warner Bros.,Sweeney Todd: El barbero diabólico de la calle Fleet ,68120.0,6.8,4
Parkes+MacDonald Image Nation,Sweeney Todd: El barbero diabólico de la calle Fleet ,68120.0,6.8,4
Zanuck Company,Sweeney Todd: El barbero diabólico de la calle Fleet ,68120.0,6.8,4
Dombey Street Productions,Sweeney Todd: El barbero diabólico de la calle Fleet ,68120.0,6.8,4
Tim Burton Productions,Sweeney Todd: El barbero diabólico de la calle Fleet ,68120.0,6.8,4
La Fabrique de Films,Al interior ,6899.0,6.0,4
BR Films,Al interior ,6899.0,6.0,4
Canal+,Al interior ,6899.0,6.0,4
Cinecinema,Al interior ,6899.0,6.0,4
Cofinova,Al interior ,6899.0,6.0,4
Soficinéma 3,Al interior ,6899.0,6.0,4
Uni Etoile 4,Al interior ,6899.0,6.0,4
Metro-Goldwyn-Mayer (MGM),Mr. Brooks ,13077.0,6.2,4
Element Films,Mr. Brooks ,13077.0,6.2,4
Relativity Studios,Mr. Brooks ,13077.0,6.2,4
Eden Rock Media,Mr. Brooks ,13077.0,6.2,4
Tig Productions,Mr. Brooks ,13077.0,6.2,4
Paramount Vantage,Hacia rutas salvajes (Into the Wild) ,70243.0,7.6,4
River Road Entertainment,Hacia rutas salvajes (Into the Wild) ,70243.0,7.6,4
Lionsgate,Saw III ,30651.0,5.7,4
James Wan,Saw III ,30651.0,5.7,4
Millennium Films,Wicker Man ,9075.0,3.8,4
New Line Cinema,La matanza de Texas: El origen ,8695.0,4.9,4
Platinum Dunes,La matanza de Texas: El origen ,8695.0,4.9,4
Next Entertainment,La matanza de Texas: El origen ,8695.0,4.9,4
Tobe Hooper,La matanza de Texas: El origen ,8695.0,4.9,4
Kamikaze Producciones,El espectro del bosque (C),164.0,3.8,4
Touchstone Pictures,Step Up. Bailando ,7309.0,5.7,4
Summit Entertainment,Step Up. Bailando ,7309.0,5.7,4
Offspring Entertainment,Step Up. Bailando ,7309.0,5.7,4
Media Films,Yo soy la Juani ,14575.0,4.2,4
Canal+ España,Yo soy la Juani ,14575.0,4.2,4
El Virgili Films,Yo soy la Juani ,14575.0,4.2,4
TV3,Yo soy la Juani ,14575.0,4.2,4
RTVE,Yo soy la Juani ,14575.0,4.2,4
ICAA,Yo soy la Juani ,14575.0,4.2,4
Silent Hill DCP Inc,Silent Hill ,24927.0,5.6,4
Davis Films,Silent Hill ,24927.0,5.6,4
Konami,Silent Hill ,24927.0,5.6,4
Sony Pictures Entertainment (SPE),Silent Hill ,24927.0,5.6,4
Touchstone Pictures,Plan de vuelo: Desaparecida ,22377.0,5.7,4
Imagine Entertainment,Plan de vuelo: Desaparecida ,22377.0,5.7,4
Bitter Films,El sentido de la vida (C),778.0,6.1,4
DreamWorks SKG,La guerra de los mundos ,81049.0,5.7,4
Paramount Pictures,La guerra de los mundos ,81049.0,5.7,4
Amblin Entertainment,La guerra de los mundos ,81049.0,5.7,4
Cruise-Wagner Productions,La guerra de los mundos ,81049.0,5.7,4
Screen Gems,El exorcismo de Emily Rose ,21540.0,5.9,4
Lakeshore Entertainment,El exorcismo de Emily Rose ,21540.0,5.9,4
Firm Films,El exorcismo de Emily Rose ,21540.0,5.9,4
Telespan 2000,Los dos lados de la cama ,30439.0,5.5,4
Telecinco,Los dos lados de la cama ,30439.0,5.5,4
Lionsgate,Hard Candy ,38887.0,6.8,4
Vulcan Productions,Hard Candy ,38887.0,6.8,4
Launchpad Productions,Hard Candy ,38887.0,6.8,4
Columbia Pictures,"Hitch, especialista en ligues ",37943.0,5.7,4
Overbrook Entertainment,"Hitch, especialista en ligues ",37943.0,5.7,4
Tornasol Films,El penalti más largo del mundo ,16749.0,4.4,4
Ensueño Films,El penalti más largo del mundo ,16749.0,4.4,4
,Tideland ,6930.0,6.0,4
Lionsgate,Hostel ,29747.0,5.4,4
Next Entertainment,Hostel ,29747.0,5.4,4
Raw Nerve,Hostel ,29747.0,5.4,4
Quentin Tarantino,Hostel ,29747.0,5.4,4
Columbia Pictures,Cegados por el deseo (Closer) ,47454.0,6.7,4
Inside Track 2,Cegados por el deseo (Closer) ,47454.0,6.7,4
Paramount Pictures,Chicas malas ,21770.0,5.4,4
Miramax,El aviador ,56728.0,6.4,4
Warner Bros.,El aviador ,56728.0,6.4,4
Forward Pass,El aviador ,56728.0,6.4,4
Appian Way,El aviador ,56728.0,6.4,4
IEG Virtual Studios,El aviador ,56728.0,6.4,4
IMF Internationale Medien und Film GmbH 3,El aviador ,56728.0,6.4,4
"""Mel's Cite du Cinema""",El aviador ,56728.0,6.4,4
Cappa Productions,El aviador ,56728.0,6.4,4
Michael Mann,El aviador ,56728.0,6.4,4
Universal Pictures,Algo más que un jefe ,8146.0,5.5,4
Depth of Field,Algo más que un jefe ,8146.0,5.5,4
Arsénico Producciones,El tren de la bruja (C),1688.0,6.6,4
Jaleo Films,El tren de la bruja (C),1688.0,6.6,4
Warner Bros.,Matrix Revolutions ,115216.0,6.0,4
Paramount Pictures,Paycheck ,23064.0,5.7,4
DreamWorks SKG,Paycheck ,23064.0,5.7,4
Warner Bros.,Matrix Reloaded ,85778.0,6.4,4
Village Roadshow,Matrix Reloaded ,85778.0,6.4,4
Silver Pictures,Matrix Reloaded ,85778.0,6.4,4
NPV Entertainment,Matrix Reloaded ,85778.0,6.4,4
Heineken Branded Entertainment,Matrix Reloaded ,85778.0,6.4,4
New Line Cinema,Destino final 2 ,18899.0,5.0,4
Zide-Perry Productions,Destino final 2 ,18899.0,5.0,4
Focus Features,Lost in Translation ,100880.0,7.1,4
American Zoetrope,Lost in Translation ,100880.0,7.1,4
Elemental Films,Lost in Translation ,100880.0,7.1,4
Paramount Pictures,Cómo perder a un chico en 10 días ,21754.0,5.3,4
Lynda Obst Productions,Cómo perder a un chico en 10 días ,21754.0,5.3,4
Robert Evans Company,Cómo perder a un chico en 10 días ,21754.0,5.3,4
Paramount Pictures,Cómo perder a un chico en 10 días ,21754.0,5.3,4
Castle Rock Entertainment,El cazador de sueños ,17623.0,4.4,4
Village Roadshow,El cazador de sueños ,17623.0,4.4,4
NPV Entertainment,El cazador de sueños ,17623.0,4.4,4
Paramount Pictures,Escuela de rock ,30229.0,5.7,4
ACH,La magia de Santa Claus ,42.0,3.7,4
Medien Capital Treuhand,La magia de Santa Claus ,42.0,3.7,4
Regent Entertainment,La magia de Santa Claus ,42.0,3.7,4
Warner Bros.,Un paseo para recordar ,25413.0,6.5,4
Columbia Pictures,Adaptation. El ladrón de orquídeas ,42097.0,7.1,4
Intermedia Films,Adaptation. El ladrón de orquídeas ,42097.0,7.1,4
Touchstone Pictures,Señales ,56629.0,5.9,4
Blinding Edge Pictures,Señales ,56629.0,5.9,4
The Kennedy/Marshall Company,Señales ,56629.0,5.9,4
Buena Vista Pictures,Señales ,56629.0,5.9,4
Universal Pictures,El rey escorpión ,18775.0,4.4,4
Alphaville Films,El rey escorpión ,18775.0,4.4,4
BT Film,El rey escorpión ,18775.0,4.4,4
Kalima Productions GmbH & Co. KG,El rey escorpión ,18775.0,4.4,4
WWE Studios,El rey escorpión ,18775.0,4.4,4
Universal Pictures,El rey escorpión ,18775.0,4.4,4
Warner Bros.,La máquina del tiempo ,18938.0,5.1,4
DreamWorks SKG,La máquina del tiempo ,18938.0,5.1,4
Paramount Pictures,"Jackass, la película ",14591.0,5.0,4
MTV Films,"Jackass, la película ",14591.0,5.0,4
Working Title Films,El diario de Bridget Jones ,95434.0,6.3,4
Universal Pictures,El diario de Bridget Jones ,95434.0,6.3,4
Studiocanal,El diario de Bridget Jones ,95434.0,6.3,4
Miramax,El diario de Bridget Jones ,95434.0,6.3,4
Little Bird,El diario de Bridget Jones ,95434.0,6.3,4
Amiguetes Entertainment,Torrente 2: Misión en Marbella ,49574.0,5.3,4
Universal Pictures,Jurassic Park III (Parque Jurásico III) ,33538.0,4.8,4
Amblin Entertainment,Jurassic Park III (Parque Jurásico III) ,33538.0,4.8,4
Wayans Bros. Entertainment,Scary Movie ,110576.0,5.2,4
Gold-Miller,Scary Movie ,110576.0,5.2,4
Brad Grey Pictures,Scary Movie ,110576.0,5.2,4
Dimension Films,Scary Movie ,110576.0,5.2,4
Alliance Atlantis Communications,Scary Movie ,110576.0,5.2,4
Figment Film,La playa ,42553.0,5.6,4
20th Century Fox,La playa ,42553.0,5.6,4
New Line Cinema,Destino final ,60097.0,5.6,4
Sogedasa,Manolito Gafotas ,14039.0,5.2,4
Castelao Productions,Manolito Gafotas ,14039.0,5.2,4
Universal Pictures,La momia ,70365.0,6.2,4
"""D'Ocon Films""",TPH Club (Serie de TV),83.0,4.3,4
RTVE,TPH Club (Serie de TV),83.0,4.3,4
Artisan Entertainment,El proyecto de la bruja de Blair ,97610.0,5.1,4
Haxan Films,El proyecto de la bruja de Blair ,97610.0,5.1,4
Walt Disney Pictures,Tritón por accidente (Cumpleaños mutante) (TV),120.0,3.9,4
Dream City Films,Tritón por accidente (Cumpleaños mutante) (TV),120.0,3.9,4
Mike Jacobs Jr. Productions,Tritón por accidente (Cumpleaños mutante) (TV),120.0,3.9,4
Utica Productions Inc,Tritón por accidente (Cumpleaños mutante) (TV),120.0,3.9,4
Disney Channel,Tritón por accidente (Cumpleaños mutante) (TV),120.0,3.9,4
Universal Pictures,Pequeños guerreros ,19279.0,5.6,4
DreamWorks SKG,Pequeños guerreros ,19279.0,5.6,4
Oriental Light and Magic (OLM),Pokémon: La película ,8901.0,4.9,4
Shogakukan-Shueisha Productions,Pokémon: La película ,8901.0,4.9,4
TV Tokyo,Pokémon: La película ,8901.0,4.9,4
Nintendo,Pokémon: La película ,8901.0,4.9,4
Media Factory,Pokémon: La película ,8901.0,4.9,4
Game Freak Inc.,Pokémon: La película ,8901.0,4.9,4
4Kids,Pokémon: La película ,8901.0,4.9,4
Pikachu Project,Pokémon: La película ,8901.0,4.9,4
Walt Disney Pictures,El rey león 2: El tesoro de Simba ,12891.0,5.7,4
DisneyToon Studios,El rey león 2: El tesoro de Simba ,12891.0,5.7,4
Spelling Television,Embrujadas (Serie de TV),21626.0,5.0,4
Northshore Productions,Embrujadas (Serie de TV),21626.0,5.0,4
Viacom Productions,Embrujadas (Serie de TV),21626.0,5.0,4
Paramount Pictures,Embrujadas (Serie de TV),21626.0,5.0,4
Warner Bros. Television,Embrujadas (Serie de TV),21626.0,5.0,4
Darren Star Productions,Sexo en Nueva York (Serie de TV),54705.0,6.3,4
HBO,Sexo en Nueva York (Serie de TV),54705.0,6.3,4
Sex and the City Productions,Sexo en Nueva York (Serie de TV),54705.0,6.3,4
HBO,Sexo en Nueva York (Serie de TV),54705.0,6.3,4
Universal Cartoon Studios,En Busca del Valle Encantado VI: El Secreto de la Roca del Saurio ,1020.0,4.7,4
20th Century Fox,Anastasia ,20665.0,6.4,4
Asymetrical Production,Carretera perdida ,31806.0,7.4,4
Ciby 2000,Carretera perdida ,31806.0,7.4,4
October Films,Carretera perdida ,31806.0,7.4,4
Warner Bros.,Liberad a Willy 3. El rescate ,3155.0,3.4,4
Columbia Pictures,Men in Black (Hombres de negro) ,139755.0,6.2,4
Amblin Entertainment,Men in Black (Hombres de negro) ,139755.0,6.2,4
Parkes+MacDonald Image Nation,Men in Black (Hombres de negro) ,139755.0,6.2,4
Columbia Pictures,Men in Black (Hombres de negro) ,139755.0,6.2,4
Universal Pictures,Daylight (Pánico en el túnel) ,21038.0,4.8,4
Warner Bros.,Mars Attacks! ,97602.0,5.7,4
Tim Burton Productions,Mars Attacks! ,97602.0,5.7,4
Tim Burton Productions,Mars Attacks! ,97602.0,5.7,4
Buena Vista Pictures,101 dálmatas. ¡Más vivos que nunca! ,16564.0,4.6,4
Universal Animation Studios,En busca del Valle Encantado IV: Viaje a la tierra de las brumas ,1481.0,4.6,4
Universal Home Video,En busca del Valle Encantado IV: Viaje a la tierra de las brumas ,1481.0,4.6,4
Bandai Visual,Ghost in the Shell ,36218.0,7.5,4
Kodansha,Ghost in the Shell ,36218.0,7.5,4
Manga Video,Ghost in the Shell ,36218.0,7.5,4
Production I.G,Ghost in the Shell ,36218.0,7.5,4
Universal Pictures Television,Hércules: Sus viajes legendarios (Serie de TV),10962.0,4.2,4
Renaissance Pictures,Hércules: Sus viajes legendarios (Serie de TV),10962.0,4.2,4
Pacific Renassaince Pictures,Hércules: Sus viajes legendarios (Serie de TV),10962.0,4.2,4
MCA Television,Hércules: Sus viajes legendarios (Serie de TV),10962.0,4.2,4
Sam Raimi,Hércules: Sus viajes legendarios (Serie de TV),10962.0,4.2,4
Universal Pictures,En busca del valle encantado II: Aventuras en el Gran Valle ,3689.0,4.8,4
USA Network,Una chica explosiva (Serie de TV),3694.0,4.8,4
Miramax,Clerks ,55601.0,7.4,4
View Askew Productions,Clerks ,55601.0,7.4,4
Kevin Smith,Clerks ,55601.0,7.4,4
20th Century Fox,Solo en casa 2: Perdido en Nueva York ,32871.0,5.2,4
Hughes Entertainment,Solo en casa 2: Perdido en Nueva York ,32871.0,5.2,4
Universal Pictures,Esencia de mujer ,28798.0,7.4,4
City Light Films,Esencia de mujer ,28798.0,7.4,4
Aiete Films,El rey pasmado ,5125.0,5.7,4
Ariane,El rey pasmado ,5125.0,5.7,4
UGC Images,Delicatessen ,44225.0,7.2,4
Hachette Première et Cie,Delicatessen ,44225.0,7.2,4
Universal Pictures,Este chico es un demonio ,15682.0,4.0,4
Warner Bros. Television,It - Eso (TV),18378.0,5.8,4
Walt Disney Pictures,La sirenita ,95704.0,6.7,4
Paramount Pictures,Indiana Jones y la última cruzada ,119560.0,7.8,4
Lucasfilm,Indiana Jones y la última cruzada ,119560.0,7.8,4
Columbia Pictures,Las nuevas aventuras de Pippi Calzaslargas ,365.0,4.4,4
Svensk Filmindustri (SF),Las nuevas aventuras de Pippi Calzaslargas ,365.0,4.4,4
Pixar Animation Studios,Tin Toy (C),4438.0,6.2,4
Cinema Group,El experimento Filadelfia ,4289.0,5.9,4
New Pictures,El experimento Filadelfia ,4289.0,5.9,4
John Carpenter,El experimento Filadelfia ,4289.0,5.9,4
CFDC,San Valentín sangriento ,1235.0,4.7,4
Famous Players,San Valentín sangriento ,1235.0,4.7,4
Paramount Pictures,San Valentín sangriento ,1235.0,4.7,4
Secret Films,San Valentín sangriento ,1235.0,4.7,4
Paramount Pictures,En busca del arca perdida ,133830.0,7.8,4
Lucasfilm,En busca del arca perdida ,133830.0,7.8,4
Paramount Pictures,Viernes 13 ,35749.0,5.8,4
Nippon Animation,Las aventuras de la abeja Maya (Serie de TV),8691.0,5.4,4
Zuiyo,Las aventuras de la abeja Maya (Serie de TV),8691.0,5.4,4
Soyuzmultfilm,Erizo en la niebla (C),2209.0,7.1,4
20th Century Fox,La aventura del Poseidón ,6470.0,6.6,4
Daniel Melnick,Perros de paja ,22148.0,7.5,4
ABC Pictures,Perros de paja ,22148.0,7.5,4
Metro-Goldwyn-Mayer (MGM),El tiempo en sus manos ,9344.0,7.2,4
Hanna-Barbera Productions,Los Picapiedra (Serie de TV),34135.0,6.3,4
Daiei Studios,Rashomon ,21299.0,8.1,4
Walt Disney Productions,La cenicienta ,30318.0,6.6,4
Walt Disney Productions,La isla del tesoro ,1178.0,6.2,4
Walt Disney Productions,Dumbo ,81344.0,6.8,4
Metro-Goldwyn-Mayer (MGM),El mago de Oz ,55382.0,7.4,4
Mervyn LeRoy,El mago de Oz ,55382.0,7.4,4
Tobis Filmkunst,"Vampyr, la bruja vampiro ",4969.0,7.4,4
Vereinigte Star-Film GmbH,"Vampyr, la bruja vampiro ",4969.0,7.4,4
Luis Buñuel,Un perro andaluz (C),28057.0,7.4,4
A. Khanzhonkov & C° A/O,The Insects' Christmas (C),335.0,5.9,4
Legendary Pictures,La matanza de Texas ,4952.0,4.4,3
Bad Hombre,La matanza de Texas ,4952.0,4.4,3
Exurbia Films,La matanza de Texas ,4952.0,4.4,3
Fede Álvarez,La matanza de Texas ,4952.0,4.4,3
Netflix,La matanza de Texas ,4952.0,4.4,3
Minoria Absoluta,Smiley (Miniserie de TV),2655.0,6.4,3
Netflix,Smiley (Miniserie de TV),2655.0,6.4,3
Inaudita,Zerø ,122.0,5.2,3
Nemesis Media,Zerø ,122.0,5.2,3
Filmnation Entertainment,La cabaña siniestra ,3232.0,5.9,3
Hammer Productions,La cabaña siniestra ,3232.0,5.9,3
Neon,La cabaña siniestra ,3232.0,5.9,3
VVS Films,La cabaña siniestra ,3232.0,5.9,3
Álex Rey,La importancia de llamarse Amancio (C),86.0,4.6,3
Notodofilmfest,La importancia de llamarse Amancio (C),86.0,4.6,3
arte France Cinéma,Climax ,9527.0,6.6,3
Rectangle Productions,Climax ,9527.0,6.6,3
Wild Bunch,Climax ,9527.0,6.6,3
Les Cinemas de la zone,Climax ,9527.0,6.6,3
Eskwad,Climax ,9527.0,6.6,3
KNM,Climax ,9527.0,6.6,3
Artemis Productions,Climax ,9527.0,6.6,3
Vice Films,Climax ,9527.0,6.6,3
CNC,Climax ,9527.0,6.6,3
Sacem,Climax ,9527.0,6.6,3
VOO,Climax ,9527.0,6.6,3
BE TV,Climax ,9527.0,6.6,3
Shelter Prod,Climax ,9527.0,6.6,3
Taxshelter. be,Climax ,9527.0,6.6,3
Cinéventure,Climax ,9527.0,6.6,3
Mandeville Productions,La bella y la bestia ,25244.0,6.4,3
Walt Disney Pictures,La bella y la bestia ,25244.0,6.4,3
Intrepid Pictures,Somnia. Dentro de tus sueños ,3719.0,5.3,3
Demarest Films,Somnia. Dentro de tus sueños ,3719.0,5.3,3
MICA Entertainment,Somnia. Dentro de tus sueños ,3719.0,5.3,3
20th Century Fox,El extraño ,9663.0,6.5,3
Ivanhoe Pictures,El extraño ,9663.0,6.5,3
Side Mirror,El extraño ,9663.0,6.5,3
Lionsgate,Dirty Grandpa ,2267.0,4.2,3
Block Entertainment,Dirty Grandpa ,2267.0,4.2,3
QED International,Dirty Grandpa ,2267.0,4.2,3
Josephson Entertainment,Dirty Grandpa ,2267.0,4.2,3
"""Ninjas Runnin' Wild Productions""",Dirty Grandpa ,2267.0,4.2,3
Covert Media,Dirty Grandpa ,2267.0,4.2,3
Lionsgate,Ahora me ves 2 ,13918.0,5.1,3
Summit Entertainment,Ahora me ves 2 ,13918.0,5.1,3
Münchhausen Productions,Lake Bodom ,1537.0,4.2,3
Don Films,Lake Bodom ,1537.0,4.2,3
Occupant Films,The Hallow ,971.0,5.1,3
Hyperion Media Group,The Hallow ,971.0,5.1,3
Altus Media,The Hallow ,971.0,5.1,3
The Electric Shadow Company,The Hallow ,971.0,5.1,3
Fantastic Films,The Hallow ,971.0,5.1,3
Prescience,The Hallow ,971.0,5.1,3
Bord Scannán Na Héireann,The Hallow ,971.0,5.1,3
Altitude Film Entertainment,The Hallow ,971.0,5.1,3
Hallow Films,The Hallow ,971.0,5.1,3
Legendary Pictures,Godzilla ,22493.0,5.0,3
Warner Bros.,Godzilla ,22493.0,5.0,3
Gaumont,Solo Dios perdona ,14576.0,5.2,3
Wild Bunch,Solo Dios perdona ,14576.0,5.2,3
Film I Väst,Solo Dios perdona ,14576.0,5.2,3
Bold Films,Solo Dios perdona ,14576.0,5.2,3
Elle Driver,Miss Violence ,1628.0,6.7,3
Two Thirty Five,Miss Violence ,1628.0,6.7,3
Faliro House,Miss Violence ,1628.0,6.7,3
Plays2place Productions,Miss Violence ,1628.0,6.7,3
La Fiesta Producciones,Cuerdas (C),7880.0,7.0,3
De Milo Productions,Mamá ,30126.0,5.3,3
Toma 78,Mamá ,30126.0,5.3,3
Universal Pictures,Mamá ,30126.0,5.3,3
Guillermo del Toro,Mamá ,30126.0,5.3,3
Universal Pictures,Mamá ,30126.0,5.3,3
20th Century Fox,La vida secreta de Walter Mitty ,30132.0,6.2,3
Red House Entertainment,La vida secreta de Walter Mitty ,30132.0,6.2,3
Truenorth Productions,La vida secreta de Walter Mitty ,30132.0,6.2,3
Millennium Films,El chico del periódico ,4350.0,5.1,3
Nu Image Films,El chico del periódico ,4350.0,5.1,3
Lee Daniels,El chico del periódico ,4350.0,5.1,3
MK2 Productions,En la carretera ,4315.0,5.2,3
Vanguard Films,En la carretera ,4315.0,5.2,3
American Zoetrope,En la carretera ,4315.0,5.2,3
Ciné+,En la carretera ,4315.0,5.2,3
Jerry Leider Company,En la carretera ,4315.0,5.2,3
Film4 Productions,En la carretera ,4315.0,5.2,3
Canal+,En la carretera ,4315.0,5.2,3
France 2 Cinema,En la carretera ,4315.0,5.2,3
Zeta Cinema,Tengo ganas de ti ,13226.0,4.8,3
Antena 3 Films,Tengo ganas de ti ,13226.0,4.8,3
Cangrejo Films,Tengo ganas de ti ,13226.0,4.8,3
Globomedia,Tengo ganas de ti ,13226.0,4.8,3
,Guilt (C),28.0,4.1,3
Filmnation Entertainment,Atrapados en Chernóbil ,6133.0,4.2,3
Columbia Pictures,Invasión a la Tierra ,15816.0,5.0,3
Original Film,Invasión a la Tierra ,15816.0,5.0,3
Theatre Junkies,Shuffle ,244.0,6.2,3
Zeta Cinema,Lo contrario al amor ,5347.0,4.8,3
Antena 3 Films,Lo contrario al amor ,5347.0,4.8,3
Paramount Pictures,Capitán América: El primer vengador ,57241.0,5.8,3
Marvel Entertainment,Capitán América: El primer vengador ,57241.0,5.8,3
Marvel Studios,Capitán América: El primer vengador ,57241.0,5.8,3
Lionsgate,Killers ,8988.0,4.2,3
Film Fund FUZZ,Troll Hunter ,7077.0,5.7,3
Filmkameratene A/S,Troll Hunter ,7077.0,5.7,3
20th Century Fox,Imparable ,17099.0,5.7,3
Prospect Park,Imparable ,17099.0,5.7,3
Scott Free Productions,Imparable ,17099.0,5.7,3
Sony Pictures Entertainment (SPE),El plan B ,5783.0,4.5,3
Escape Artists,El plan B ,5783.0,4.5,3
CBS Films,El plan B ,5783.0,4.5,3
BenderSpink,Tenías que ser tú ,8314.0,5.3,3
Octagon Films,Tenías que ser tú ,8314.0,5.3,3
Spyglass Entertainment,Tenías que ser tú ,8314.0,5.3,3
Universal Pictures,Tenías que ser tú ,8314.0,5.3,3
Six Entertainment,The Human Centipede (First Sequence) ,15205.0,5.1,3
Telecinco Cinema,Spanish Movie ,22168.0,3.7,3
Think Studio,Spanish Movie ,22168.0,3.7,3
,The Box ,15656.0,4.8,3
Telespan 2000,Pagafantas ,42541.0,5.5,3
Antena 3 Films,Pagafantas ,42541.0,5.5,3
Sayaka Producciones,Pagafantas ,42541.0,5.5,3
ETB,Pagafantas ,42541.0,5.5,3
Vertice 360,Pagafantas ,42541.0,5.5,3
Canal+ España,Pagafantas ,42541.0,5.5,3
Summit Entertainment,Hermandad de sangre (Sorority Row) ,3489.0,4.0,3
Summit Entertainment,La saga Crepúsculo: Luna nueva ,38096.0,4.6,3
Imprint Entertainment,La saga Crepúsculo: Luna nueva ,38096.0,4.6,3
Maverick Films,La saga Crepúsculo: Luna nueva ,38096.0,4.6,3
Temple Hill Entertainment,La saga Crepúsculo: Luna nueva ,38096.0,4.6,3
Sunswept Entertainment,La saga Crepúsculo: Luna nueva ,38096.0,4.6,3
Disney Channel,Camp Rock (TV),4565.0,3.9,3
Alan Sacks Productions,Camp Rock (TV),4565.0,3.9,3
Touchstone Pictures,Street Dance (Step Up 2 the Streets) ,6459.0,5.6,3
Summit Entertainment,Street Dance (Step Up 2 the Streets) ,6459.0,5.6,3
Offspring Entertainment,Street Dance (Step Up 2 the Streets) ,6459.0,5.6,3
